order_id,customer_id,order_date,shipping_date,delivery_date,order_status,total_amount,load_date,record_source
O100259,2563,2024-03-19,2024-03-20,2024-03-23,CANCELLED,1359.48,2024-03-01,E2E-order-header
O100260,1416,2024-03-23,2024-03-25,2024-03-29,NEW,1798.76,2024-03-01,E2E-order-header
O100261,2704,2024-03-08,2024-03-11,2024-03-12,DELIVERED,1657.24,2024-03-01,E2E-order-header
O100262,211,2024-03-12,2024-03-14,2024-03-17,SHIPPED,2407.3,2024-03-01,E2E-order-header
O100263,9147,2024-03-18,2024-03-21,2024-03-25,SHIPPED,491.98,2024-03-01,E2E-order-header
O100264,9776,2024-03-12,2024-03-15,2024-03-16,NEW,1966.61,2024-03-01,E2E-order-header
O100265,5097,2024-03-16,2024-03-19,2024-03-21,CANCELLED,1376.32,2024-03-01,E2E-order-header
O100266,5414,2024-03-12,2024-03-13,2024-03-18,NEW,1934.02,2024-03-01,E2E-order-header
O100267,1255,2024-03-28,2024-03-31,2024-04-01,SHIPPED,2201.88,2024-03-01,E2E-order-header
O100268,2062,2024-03-26,2024-03-28,2024-04-01,DELIVERED,416.79,2024-03-01,E2E-order-header
O100269,6968,2024-03-07,2024-03-09,2024-03-14,CANCELLED,2354.9,2024-03-01,E2E-order-header
O100270,5755,2024-03-12,2024-03-15,2024-03-16,NEW,1557.36,2024-03-01,E2E-order-header
O100271,9329,2024-03-06,2024-03-07,2024-03-10,CANCELLED,260.76,2024-03-01,E2E-order-header
O100272,4755,2024-03-05,2024-03-07,2024-03-11,DELIVERED,1956.94,2024-03-01,E2E-order-header
O100273,7011,2024-03-14,2024-03-17,2024-03-22,CANCELLED,961.46,2024-03-01,E2E-order-header
O100274,860,2024-03-15,2024-03-16,2024-03-20,CANCELLED,2291.24,2024-03-01,E2E-order-header
O100275,5391,2024-03-03,2024-03-04,2024-03-07,NEW,1476.57,2024-03-01,E2E-order-header
O100276,9855,2024-03-02,2024-03-05,2024-03-10,DELIVERED,863.02,2024-03-01,E2E-order-header
O100277,3115,2024-03-17,2024-03-18,2024-03-22,NEW,1853.36,2024-03-01,E2E-order-header
O100278,3136,2024-03-08,2024-03-11,2024-03-15,SHIPPED,2129.85,2024-03-01,E2E-order-header
O100279,501,2024-03-13,2024-03-14,2024-03-17,NEW,2487.61,2024-03-01,E2E-order-header
O100280,1211,2024-03-04,2024-03-05,2024-03-06,DELIVERED,90.88,2024-03-01,E2E-order-header
O100281,8255,2024-03-28,2024-03-29,2024-04-01,NEW,892.34,2024-03-01,E2E-order-header
O100282,558,2024-03-06,2024-03-09,2024-03-13,NEW,822.41,2024-03-01,E2E-order-header
O100283,863,2024-03-01,2024-03-03,2024-03-07,DELIVERED,1158.75,2024-03-01,E2E-order-header
O100284,5988,2024-03-04,2024-03-07,2024-03-10,DELIVERED,762.98,2024-03-01,E2E-order-header
O100285,9909,2024-03-23,2024-03-25,2024-03-27,CANCELLED,2106.45,2024-03-01,E2E-order-header
O100286,7029,2024-03-10,2024-03-11,2024-03-14,CANCELLED,1536.57,2024-03-01,E2E-order-header
O100287,7862,2024-03-08,2024-03-09,2024-03-10,NEW,1449.66,2024-03-01,E2E-order-header
O100288,5800,2024-03-05,2024-03-08,2024-03-12,CANCELLED,1281.96,2024-03-01,E2E-order-header
O100289,5611,2024-03-18,2024-03-20,2024-03-22,DELIVERED,685.53,2024-03-01,E2E-order-header
O100290,4991,2024-03-16,2024-03-19,2024-03-21,CANCELLED,1674.89,2024-03-01,E2E-order-header
O100291,5230,2024-03-19,2024-03-22,2024-03-27,SHIPPED,1499.93,2024-03-01,E2E-order-header
O100292,4654,2024-03-14,2024-03-17,2024-03-18,CANCELLED,1985.55,2024-03-01,E2E-order-header
O100293,6856,2024-03-10,2024-03-11,2024-03-13,DELIVERED,2337.89,2024-03-01,E2E-order-header
O100294,3655,2024-03-08,2024-03-11,2024-03-15,NEW,1511.16,2024-03-01,E2E-order-header
O100295,4548,2024-03-20,2024-03-23,2024-03-24,DELIVERED,1009.28,2024-03-01,E2E-order-header
O100296,6410,2024-03-20,2024-03-21,2024-03-23,SHIPPED,316.96,2024-03-01,E2E-order-header
O100297,268,2024-03-04,2024-03-07,2024-03-12,SHIPPED,497.98,2024-03-01,E2E-order-header
O100298,7938,2024-03-28,2024-03-30,2024-04-04,CANCELLED,2197.34,2024-03-01,E2E-order-header
O100299,8224,2024-03-21,2024-03-22,2024-03-26,NEW,1808.8,2024-03-01,E2E-order-header
O100300,6605,2024-03-11,2024-03-13,2024-03-15,DELIVERED,870.33,2024-03-01,E2E-order-header
O100301,1414,2024-03-07,2024-03-08,2024-03-12,CANCELLED,1669.55,2024-03-01,E2E-order-header
O100302,827,2024-03-26,2024-03-28,2024-04-01,DELIVERED,1932.66,2024-03-01,E2E-order-header
O100303,3517,2024-03-26,2024-03-27,2024-03-31,CANCELLED,2385.95,2024-03-01,E2E-order-header
O100304,3021,2024-03-24,2024-03-27,2024-04-01,NEW,78.28,2024-03-01,E2E-order-header
O100305,9844,2024-03-26,2024-03-29,2024-04-03,CANCELLED,1042.19,2024-03-01,E2E-order-header
O100306,5254,2024-03-28,2024-03-29,2024-03-31,CANCELLED,518.88,2024-03-01,E2E-order-header
O100307,3395,2024-03-08,2024-03-09,2024-03-10,SHIPPED,1008.69,2024-03-01,E2E-order-header
O100308,9847,2024-03-11,2024-03-14,2024-03-19,NEW,750.83,2024-03-01,E2E-order-header
O100309,4255,2024-03-06,2024-03-07,2024-03-08,DELIVERED,1910.26,2024-03-01,E2E-order-header
O100310,2721,2024-03-05,2024-03-08,2024-03-11,DELIVERED,1177.18,2024-03-01,E2E-order-header
O100311,242,2024-03-25,2024-03-26,2024-03-30,SHIPPED,92.82,2024-03-01,E2E-order-header
O100312,1123,2024-03-17,2024-03-18,2024-03-19,CANCELLED,1260.82,2024-03-01,E2E-order-header
O100313,8221,2024-03-03,2024-03-06,2024-03-11,SHIPPED,1288.53,2024-03-01,E2E-order-header
O100314,7448,2024-03-22,2024-03-23,2024-03-28,SHIPPED,836.7,2024-03-01,E2E-order-header
O100315,93,2024-03-03,2024-03-04,2024-03-08,DELIVERED,1716.87,2024-03-01,E2E-order-header
O100316,7634,2024-03-24,2024-03-25,2024-03-27,CANCELLED,561.17,2024-03-01,E2E-order-header
O100317,992,2024-03-11,2024-03-12,2024-03-16,NEW,1644.1,2024-03-01,E2E-order-header
O100318,2565,2024-03-13,2024-03-16,2024-03-17,CANCELLED,490.17,2024-03-01,E2E-order-header
O100319,1264,2024-03-25,2024-03-27,2024-04-01,CANCELLED,268.66,2024-03-01,E2E-order-header
O100320,6206,2024-03-18,2024-03-20,2024-03-22,DELIVERED,99.75,2024-03-01,E2E-order-header
O100321,6805,2024-03-19,2024-03-20,2024-03-22,DELIVERED,1695.99,2024-03-01,E2E-order-header
O100322,10079,2024-03-26,2024-03-28,2024-03-31,NEW,619.5,2024-03-01,E2E-order-header
O100323,2632,2024-03-16,2024-03-19,2024-03-24,NEW,288.41,2024-03-01,E2E-order-header
O100324,7173,2024-03-01,2024-03-02,2024-03-03,CANCELLED,343.34,2024-03-01,E2E-order-header
O100325,7498,2024-03-05,2024-03-08,2024-03-10,CANCELLED,1079.13,2024-03-01,E2E-order-header
O100326,6476,2024-03-22,2024-03-23,2024-03-27,CANCELLED,2021.82,2024-03-01,E2E-order-header
O100327,7684,2024-03-27,2024-03-28,2024-03-29,SHIPPED,628.3,2024-03-01,E2E-order-header
O100328,6055,2024-03-27,2024-03-30,2024-04-02,DELIVERED,1656.36,2024-03-01,E2E-order-header
O100329,5515,2024-03-22,2024-03-24,2024-03-27,DELIVERED,1796.63,2024-03-01,E2E-order-header
O100330,258,2024-03-15,2024-03-16,2024-03-18,SHIPPED,1452.61,2024-03-01,E2E-order-header
O100331,350,2024-03-02,2024-03-03,2024-03-04,DELIVERED,51.35,2024-03-01,E2E-order-header
O100332,4058,2024-03-06,2024-03-08,2024-03-11,NEW,440.35,2024-03-01,E2E-order-header
O100333,4293,2024-03-03,2024-03-05,2024-03-08,DELIVERED,687.32,2024-03-01,E2E-order-header
O100334,6724,2024-03-01,2024-03-03,2024-03-04,NEW,1306.0,2024-03-01,E2E-order-header
O100335,168,2024-03-13,2024-03-16,2024-03-18,CANCELLED,293.86,2024-03-01,E2E-order-header
O100336,5599,2024-03-24,2024-03-26,2024-03-28,DELIVERED,1933.16,2024-03-01,E2E-order-header
O100337,9690,2024-03-27,2024-03-29,2024-04-01,NEW,2367.52,2024-03-01,E2E-order-header
O100338,1520,2024-03-17,2024-03-19,2024-03-24,DELIVERED,92.94,2024-03-01,E2E-order-header
O100339,5765,2024-03-01,2024-03-03,2024-03-08,SHIPPED,740.5,2024-03-01,E2E-order-header
O100340,3327,2024-03-19,2024-03-20,2024-03-22,CANCELLED,1092.25,2024-03-01,E2E-order-header
O100341,8405,2024-03-23,2024-03-26,2024-03-27,SHIPPED,936.32,2024-03-01,E2E-order-header
O100342,3199,2024-03-13,2024-03-16,2024-03-19,CANCELLED,382.66,2024-03-01,E2E-order-header
O100343,1095,2024-03-08,2024-03-11,2024-03-14,CANCELLED,1525.17,2024-03-01,E2E-order-header
O100344,2335,2024-03-20,2024-03-21,2024-03-24,CANCELLED,2040.99,2024-03-01,E2E-order-header
O100345,7095,2024-03-10,2024-03-12,2024-03-13,SHIPPED,2035.5,2024-03-01,E2E-order-header
O100346,7805,2024-03-15,2024-03-18,2024-03-20,NEW,823.11,2024-03-01,E2E-order-header
O100347,9150,2024-03-17,2024-03-19,2024-03-23,SHIPPED,1954.02,2024-03-01,E2E-order-header
O100348,3248,2024-03-28,2024-03-29,2024-04-03,SHIPPED,1424.26,2024-03-01,E2E-order-header
O100349,2349,2024-03-18,2024-03-19,2024-03-22,SHIPPED,1554.22,2024-03-01,E2E-order-header
O100350,2969,2024-03-10,2024-03-12,2024-03-14,NEW,800.75,2024-03-01,E2E-order-header
O100351,8470,2024-03-25,2024-03-27,2024-04-01,CANCELLED,259.21,2024-03-01,E2E-order-header
O100352,3977,2024-03-15,2024-03-16,2024-03-17,CANCELLED,2277.36,2024-03-01,E2E-order-header
O100353,9527,2024-03-23,2024-03-24,2024-03-28,NEW,269.07,2024-03-01,E2E-order-header
O100354,3245,2024-03-11,2024-03-12,2024-03-16,CANCELLED,1614.35,2024-03-01,E2E-order-header
O100355,557,2024-03-28,2024-03-30,2024-04-03,DELIVERED,1125.47,2024-03-01,E2E-order-header
O100356,6389,2024-03-12,2024-03-14,2024-03-16,CANCELLED,1910.36,2024-03-01,E2E-order-header
O100357,1611,2024-03-08,2024-03-09,2024-03-14,CANCELLED,778.73,2024-03-01,E2E-order-header
O100358,3976,2024-03-28,2024-03-29,2024-03-30,CANCELLED,2430.89,2024-03-01,E2E-order-header
O100359,5374,2024-03-08,2024-03-11,2024-03-13,NEW,480.76,2024-03-01,E2E-order-header
O100360,965,2024-03-25,2024-03-26,2024-03-27,SHIPPED,802.93,2024-03-01,E2E-order-header
O100361,7960,2024-03-04,2024-03-06,2024-03-07,DELIVERED,1326.36,2024-03-01,E2E-order-header
O100362,8012,2024-03-20,2024-03-23,2024-03-27,CANCELLED,608.98,2024-03-01,E2E-order-header
O100363,7717,2024-03-26,2024-03-27,2024-03-30,NEW,359.92,2024-03-01,E2E-order-header
O100364,5990,2024-03-13,2024-03-16,2024-03-19,DELIVERED,730.32,2024-03-01,E2E-order-header
O100365,1982,2024-03-20,2024-03-22,2024-03-24,DELIVERED,1207.86,2024-03-01,E2E-order-header
O100366,9882,2024-03-11,2024-03-13,2024-03-17,SHIPPED,1678.29,2024-03-01,E2E-order-header
O100367,6488,2024-03-24,2024-03-26,2024-03-31,SHIPPED,1800.26,2024-03-01,E2E-order-header
O100368,8394,2024-03-08,2024-03-11,2024-03-13,SHIPPED,854.39,2024-03-01,E2E-order-header
O100369,9109,2024-03-10,2024-03-13,2024-03-17,NEW,956.11,2024-03-01,E2E-order-header
O100370,5414,2024-03-18,2024-03-20,2024-03-22,CANCELLED,1333.35,2024-03-01,E2E-order-header
O100371,4579,2024-03-28,2024-03-31,2024-04-04,DELIVERED,1018.22,2024-03-01,E2E-order-header
O100372,7036,2024-03-17,2024-03-20,2024-03-21,NEW,699.95,2024-03-01,E2E-order-header
O100373,340,2024-03-05,2024-03-07,2024-03-12,DELIVERED,2039.94,2024-03-01,E2E-order-header
O100374,1213,2024-03-10,2024-03-13,2024-03-14,SHIPPED,1154.17,2024-03-01,E2E-order-header
O100375,5616,2024-03-14,2024-03-15,2024-03-19,NEW,2054.87,2024-03-01,E2E-order-header
O100376,481,2024-03-28,2024-03-30,2024-04-03,CANCELLED,398.46,2024-03-01,E2E-order-header
O100377,2225,2024-03-18,2024-03-20,2024-03-21,SHIPPED,779.56,2024-03-01,E2E-order-header
O100378,9384,2024-03-02,2024-03-04,2024-03-05,CANCELLED,731.36,2024-03-01,E2E-order-header
O100379,8841,2024-03-18,2024-03-20,2024-03-25,CANCELLED,1509.22,2024-03-01,E2E-order-header
O100380,9350,2024-03-17,2024-03-19,2024-03-22,DELIVERED,913.13,2024-03-01,E2E-order-header
O100381,9868,2024-03-22,2024-03-23,2024-03-25,DELIVERED,454.76,2024-03-01,E2E-order-header
O100382,1181,2024-03-12,2024-03-13,2024-03-17,DELIVERED,1491.97,2024-03-01,E2E-order-header
O100383,4603,2024-03-22,2024-03-24,2024-03-26,DELIVERED,1026.38,2024-03-01,E2E-order-header
O100384,2125,2024-03-03,2024-03-05,2024-03-07,NEW,1768.61,2024-03-01,E2E-order-header
O100385,8487,2024-03-15,2024-03-18,2024-03-20,SHIPPED,651.9,2024-03-01,E2E-order-header
O100386,2972,2024-03-18,2024-03-20,2024-03-21,DELIVERED,1556.97,2024-03-01,E2E-order-header
O100387,7254,2024-03-11,2024-03-12,2024-03-17,DELIVERED,1878.86,2024-03-01,E2E-order-header
O100388,80,2024-03-22,2024-03-24,2024-03-26,CANCELLED,1564.56,2024-03-01,E2E-order-header
O100389,2013,2024-03-16,2024-03-17,2024-03-20,DELIVERED,938.52,2024-03-01,E2E-order-header
O100390,6992,2024-03-11,2024-03-13,2024-03-16,CANCELLED,220.03,2024-03-01,E2E-order-header
O100391,1673,2024-03-08,2024-03-11,2024-03-14,SHIPPED,391.0,2024-03-01,E2E-order-header
O100392,1817,2024-03-15,2024-03-16,2024-03-19,DELIVERED,1024.68,2024-03-01,E2E-order-header
O100393,4525,2024-03-28,2024-03-30,2024-04-01,NEW,766.3,2024-03-01,E2E-order-header
O100394,644,2024-03-13,2024-03-15,2024-03-16,NEW,1644.03,2024-03-01,E2E-order-header
O100395,373,2024-03-13,2024-03-16,2024-03-19,CANCELLED,517.53,2024-03-01,E2E-order-header
O100396,356,2024-03-18,2024-03-19,2024-03-21,CANCELLED,1219.3,2024-03-01,E2E-order-header
O100397,1424,2024-03-25,2024-03-26,2024-03-28,SHIPPED,863.69,2024-03-01,E2E-order-header
O100398,6783,2024-03-02,2024-03-03,2024-03-07,DELIVERED,433.57,2024-03-01,E2E-order-header
O100399,2440,2024-03-08,2024-03-10,2024-03-15,NEW,1981.7,2024-03-01,E2E-order-header
O100400,2458,2024-03-10,2024-03-13,2024-03-14,NEW,1846.42,2024-03-01,E2E-order-header
O100401,1976,2024-03-22,2024-03-23,2024-03-26,NEW,2246.87,2024-03-01,E2E-order-header
O100402,4041,2024-03-19,2024-03-22,2024-03-23,SHIPPED,2155.33,2024-03-01,E2E-order-header
O100403,2951,2024-03-14,2024-03-15,2024-03-16,NEW,691.77,2024-03-01,E2E-order-header
O100404,8819,2024-03-19,2024-03-20,2024-03-25,SHIPPED,1676.2,2024-03-01,E2E-order-header
O100405,7325,2024-03-04,2024-03-06,2024-03-08,SHIPPED,1953.69,2024-03-01,E2E-order-header
O100406,2203,2024-03-09,2024-03-10,2024-03-14,SHIPPED,1795.48,2024-03-01,E2E-order-header
O100407,6326,2024-03-20,2024-03-23,2024-03-24,SHIPPED,1708.99,2024-03-01,E2E-order-header
O100408,5096,2024-03-12,2024-03-15,2024-03-19,CANCELLED,37.46,2024-03-01,E2E-order-header
O100409,7207,2024-03-27,2024-03-30,2024-04-02,SHIPPED,1933.18,2024-03-01,E2E-order-header
O100410,9655,2024-03-05,2024-03-07,2024-03-09,SHIPPED,825.17,2024-03-01,E2E-order-header
O100411,5020,2024-03-09,2024-03-10,2024-03-12,SHIPPED,649.75,2024-03-01,E2E-order-header
O100412,6032,2024-03-12,2024-03-13,2024-03-17,NEW,2379.37,2024-03-01,E2E-order-header
O100413,7721,2024-03-22,2024-03-24,2024-03-27,DELIVERED,147.96,2024-03-01,E2E-order-header
O100414,3593,2024-03-25,2024-03-26,2024-03-27,NEW,2085.6,2024-03-01,E2E-order-header
O100415,9820,2024-03-10,2024-03-12,2024-03-13,CANCELLED,1141.09,2024-03-01,E2E-order-header
O100416,2038,2024-03-03,2024-03-06,2024-03-07,DELIVERED,2365.03,2024-03-01,E2E-order-header
O100417,6701,2024-03-05,2024-03-07,2024-03-12,DELIVERED,2243.64,2024-03-01,E2E-order-header
O100418,3963,2024-03-04,2024-03-05,2024-03-08,DELIVERED,2449.66,2024-03-01,E2E-order-header
O100419,221,2024-03-09,2024-03-10,2024-03-13,SHIPPED,707.62,2024-03-01,E2E-order-header
O100420,7744,2024-03-04,2024-03-06,2024-03-10,NEW,1851.2,2024-03-01,E2E-order-header
O100421,4033,2024-03-23,2024-03-26,2024-03-31,DELIVERED,2072.07,2024-03-01,E2E-order-header
O100422,3561,2024-03-24,2024-03-25,2024-03-26,NEW,74.94,2024-03-01,E2E-order-header
O100423,5612,2024-03-18,2024-03-20,2024-03-25,DELIVERED,331.53,2024-03-01,E2E-order-header
O100424,647,2024-03-13,2024-03-15,2024-03-17,NEW,522.77,2024-03-01,E2E-order-header
O100425,5944,2024-03-11,2024-03-14,2024-03-16,CANCELLED,2452.93,2024-03-01,E2E-order-header
O100426,1877,2024-03-24,2024-03-25,2024-03-29,SHIPPED,638.72,2024-03-01,E2E-order-header
O100427,4790,2024-03-11,2024-03-12,2024-03-14,CANCELLED,1817.72,2024-03-01,E2E-order-header
O100428,4532,2024-03-07,2024-03-09,2024-03-11,NEW,1893.54,2024-03-01,E2E-order-header
O100429,4693,2024-03-27,2024-03-29,2024-04-03,DELIVERED,2096.01,2024-03-01,E2E-order-header
O100430,733,2024-03-25,2024-03-28,2024-03-29,DELIVERED,403.55,2024-03-01,E2E-order-header
O100431,4217,2024-03-14,2024-03-15,2024-03-20,CANCELLED,2061.72,2024-03-01,E2E-order-header
O100432,8925,2024-03-11,2024-03-14,2024-03-18,NEW,1430.02,2024-03-01,E2E-order-header
O100433,7027,2024-03-11,2024-03-13,2024-03-15,DELIVERED,841.52,2024-03-01,E2E-order-header
O100434,6784,2024-03-05,2024-03-08,2024-03-10,CANCELLED,912.49,2024-03-01,E2E-order-header
O100435,1426,2024-03-16,2024-03-18,2024-03-21,SHIPPED,909.67,2024-03-01,E2E-order-header
O100436,2085,2024-03-28,2024-03-31,2024-04-03,SHIPPED,2034.56,2024-03-01,E2E-order-header
O100437,8114,2024-03-12,2024-03-13,2024-03-18,CANCELLED,1342.83,2024-03-01,E2E-order-header
O100438,7483,2024-03-09,2024-03-11,2024-03-12,DELIVERED,847.9,2024-03-01,E2E-order-header
O100439,5708,2024-03-26,2024-03-29,2024-04-02,DELIVERED,1625.99,2024-03-01,E2E-order-header
O100440,7744,2024-03-23,2024-03-25,2024-03-26,SHIPPED,672.98,2024-03-01,E2E-order-header
O100441,4021,2024-03-04,2024-03-07,2024-03-08,CANCELLED,1015.46,2024-03-01,E2E-order-header
O100442,3566,2024-03-22,2024-03-25,2024-03-30,SHIPPED,333.33,2024-03-01,E2E-order-header
O100443,7386,2024-03-12,2024-03-15,2024-03-18,CANCELLED,617.85,2024-03-01,E2E-order-header
O100444,8757,2024-03-19,2024-03-22,2024-03-27,CANCELLED,771.67,2024-03-01,E2E-order-header
O100445,2825,2024-03-26,2024-03-29,2024-04-02,CANCELLED,664.83,2024-03-01,E2E-order-header
O100446,3348,2024-03-19,2024-03-22,2024-03-23,CANCELLED,1795.28,2024-03-01,E2E-order-header
O100447,1026,2024-03-13,2024-03-15,2024-03-16,NEW,997.07,2024-03-01,E2E-order-header
O100448,5982,2024-03-03,2024-03-06,2024-03-10,CANCELLED,2101.62,2024-03-01,E2E-order-header
O100449,8338,2024-03-21,2024-03-22,2024-03-25,SHIPPED,399.73,2024-03-01,E2E-order-header
O100450,92,2024-03-03,2024-03-05,2024-03-10,SHIPPED,1553.47,2024-03-01,E2E-order-header
O100451,7546,2024-03-15,2024-03-16,2024-03-20,DELIVERED,2345.42,2024-03-01,E2E-order-header
O100452,5976,2024-03-04,2024-03-05,2024-03-07,CANCELLED,2354.94,2024-03-01,E2E-order-header
O100453,9455,2024-03-23,2024-03-24,2024-03-26,CANCELLED,1962.82,2024-03-01,E2E-order-header
O100454,2973,2024-03-26,2024-03-28,2024-03-31,NEW,31.03,2024-03-01,E2E-order-header
O100455,199,2024-03-03,2024-03-05,2024-03-09,NEW,1031.31,2024-03-01,E2E-order-header
O100456,2380,2024-03-18,2024-03-21,2024-03-22,SHIPPED,2096.75,2024-03-01,E2E-order-header
O100457,2109,2024-03-13,2024-03-14,2024-03-16,NEW,2254.88,2024-03-01,E2E-order-header
O100458,551,2024-03-21,2024-03-22,2024-03-26,NEW,1182.07,2024-03-01,E2E-order-header
O100459,7881,2024-03-22,2024-03-24,2024-03-28,CANCELLED,1774.39,2024-03-01,E2E-order-header
O100460,2377,2024-03-08,2024-03-10,2024-03-14,DELIVERED,1219.62,2024-03-01,E2E-order-header
O100461,2825,2024-03-06,2024-03-07,2024-03-09,SHIPPED,772.84,2024-03-01,E2E-order-header
O100462,2117,2024-03-13,2024-03-15,2024-03-16,CANCELLED,1428.41,2024-03-01,E2E-order-header
O100463,3889,2024-03-06,2024-03-09,2024-03-12,NEW,2403.33,2024-03-01,E2E-order-header
O100464,769,2024-03-18,2024-03-19,2024-03-22,NEW,487.75,2024-03-01,E2E-order-header
O100465,9681,2024-03-24,2024-03-26,2024-03-27,SHIPPED,259.89,2024-03-01,E2E-order-header
O100466,6166,2024-03-04,2024-03-07,2024-03-12,SHIPPED,1389.94,2024-03-01,E2E-order-header
O100467,8853,2024-03-09,2024-03-10,2024-03-11,DELIVERED,1366.8,2024-03-01,E2E-order-header
O100468,8165,2024-03-13,2024-03-14,2024-03-15,DELIVERED,1350.51,2024-03-01,E2E-order-header
O100469,7426,2024-03-05,2024-03-06,2024-03-08,DELIVERED,2330.78,2024-03-01,E2E-order-header
O100470,1272,2024-03-28,2024-03-29,2024-03-30,CANCELLED,1223.24,2024-03-01,E2E-order-header
O100471,1205,2024-03-24,2024-03-27,2024-03-28,CANCELLED,1047.99,2024-03-01,E2E-order-header
O100472,4179,2024-03-23,2024-03-24,2024-03-25,DELIVERED,1151.99,2024-03-01,E2E-order-header
O100473,1058,2024-03-01,2024-03-02,2024-03-03,CANCELLED,1303.69,2024-03-01,E2E-order-header
O100474,5403,2024-03-25,2024-03-28,2024-03-31,DELIVERED,1043.72,2024-03-01,E2E-order-header
O100475,3138,2024-03-16,2024-03-19,2024-03-24,NEW,1021.47,2024-03-01,E2E-order-header
O100476,578,2024-03-24,2024-03-27,2024-04-01,NEW,676.94,2024-03-01,E2E-order-header
O100477,6860,2024-03-26,2024-03-29,2024-04-01,DELIVERED,768.94,2024-03-01,E2E-order-header
O100478,9647,2024-03-01,2024-03-02,2024-03-05,DELIVERED,2248.71,2024-03-01,E2E-order-header
O100479,1894,2024-03-11,2024-03-14,2024-03-15,CANCELLED,995.31,2024-03-01,E2E-order-header
O100480,9237,2024-03-01,2024-03-03,2024-03-05,DELIVERED,1347.33,2024-03-01,E2E-order-header
O100481,8417,2024-03-21,2024-03-24,2024-03-26,CANCELLED,623.96,2024-03-01,E2E-order-header
O100482,1455,2024-03-18,2024-03-20,2024-03-23,NEW,1388.44,2024-03-01,E2E-order-header
O100483,4254,2024-03-22,2024-03-24,2024-03-25,DELIVERED,1412.04,2024-03-01,E2E-order-header
O100484,9300,2024-03-26,2024-03-27,2024-04-01,DELIVERED,1097.91,2024-03-01,E2E-order-header
O100485,5853,2024-03-27,2024-03-28,2024-03-29,CANCELLED,2286.38,2024-03-01,E2E-order-header
O100486,8056,2024-03-11,2024-03-14,2024-03-18,DELIVERED,1637.46,2024-03-01,E2E-order-header
O100487,6557,2024-03-13,2024-03-16,2024-03-20,DELIVERED,709.86,2024-03-01,E2E-order-header
O100488,2477,2024-03-27,2024-03-29,2024-03-31,NEW,678.99,2024-03-01,E2E-order-header
O100489,3580,2024-03-14,2024-03-17,2024-03-18,SHIPPED,1664.43,2024-03-01,E2E-order-header
O100490,6189,2024-03-03,2024-03-06,2024-03-07,SHIPPED,344.08,2024-03-01,E2E-order-header
O100491,2333,2024-03-14,2024-03-15,2024-03-20,DELIVERED,49.18,2024-03-01,E2E-order-header
O100492,7312,2024-03-11,2024-03-12,2024-03-13,DELIVERED,1223.61,2024-03-01,E2E-order-header
O100493,961,2024-03-16,2024-03-18,2024-03-23,DELIVERED,2146.51,2024-03-01,E2E-order-header
O100494,6181,2024-03-21,2024-03-22,2024-03-24,CANCELLED,961.79,2024-03-01,E2E-order-header
O100495,5628,2024-03-10,2024-03-11,2024-03-12,SHIPPED,122.1,2024-03-01,E2E-order-header
O100496,4359,2024-03-10,2024-03-11,2024-03-13,NEW,444.33,2024-03-01,E2E-order-header
O100497,694,2024-03-20,2024-03-23,2024-03-26,CANCELLED,234.98,2024-03-01,E2E-order-header
O100498,2658,2024-03-10,2024-03-13,2024-03-18,SHIPPED,1263.23,2024-03-01,E2E-order-header
O100499,6627,2024-03-23,2024-03-25,2024-03-29,SHIPPED,2488.63,2024-03-01,E2E-order-header
O100500,7377,2024-03-11,2024-03-14,2024-03-18,NEW,576.02,2024-03-01,E2E-order-header
O100501,5071,2024-03-07,2024-03-08,2024-03-10,SHIPPED,1635.62,2024-03-01,E2E-order-header
O100502,6337,2024-03-08,2024-03-10,2024-03-14,NEW,766.41,2024-03-01,E2E-order-header
O100503,771,2024-03-02,2024-03-04,2024-03-07,CANCELLED,290.38,2024-03-01,E2E-order-header
O100504,3617,2024-03-20,2024-03-23,2024-03-27,DELIVERED,2118.04,2024-03-01,E2E-order-header
O100505,3362,2024-03-28,2024-03-30,2024-04-02,DELIVERED,2006.16,2024-03-01,E2E-order-header
O100506,5088,2024-03-28,2024-03-29,2024-04-03,NEW,2193.31,2024-03-01,E2E-order-header
O100507,7465,2024-03-05,2024-03-06,2024-03-10,CANCELLED,292.87,2024-03-01,E2E-order-header
O100508,1774,2024-03-11,2024-03-14,2024-03-18,CANCELLED,1549.01,2024-03-01,E2E-order-header
O100509,7007,2024-03-25,2024-03-26,2024-03-30,SHIPPED,1510.52,2024-03-01,E2E-order-header
O100510,4975,2024-03-14,2024-03-17,2024-03-22,DELIVERED,477.98,2024-03-01,E2E-order-header
O100511,5314,2024-03-28,2024-03-30,2024-03-31,NEW,2477.02,2024-03-01,E2E-order-header
O100512,7984,2024-03-13,2024-03-15,2024-03-19,SHIPPED,1182.86,2024-03-01,E2E-order-header
O100513,8538,2024-03-17,2024-03-20,2024-03-22,SHIPPED,1449.15,2024-03-01,E2E-order-header
O100514,2734,2024-03-03,2024-03-04,2024-03-09,DELIVERED,52.43,2024-03-01,E2E-order-header
O100515,9184,2024-03-21,2024-03-23,2024-03-27,DELIVERED,1704.84,2024-03-01,E2E-order-header
O100516,2164,2024-03-06,2024-03-07,2024-03-09,DELIVERED,1128.49,2024-03-01,E2E-order-header
O100517,1472,2024-03-28,2024-03-29,2024-03-31,SHIPPED,1012.57,2024-03-01,E2E-order-header
