warehouse_id,product_id,stock_qty,reorder_point,load_date,record_source
78,P001037,4543,95,2024-03-01,E2E-warehouse-product
66,P001026,1365,361,2024-03-01,E2E-warehouse-product
91,P001008,3078,306,2024-03-01,E2E-warehouse-product
100,P001010,3264,127,2024-03-01,E2E-warehouse-product
95,P001042,4968,68,2024-03-01,E2E-warehouse-product
94,P001027,3231,324,2024-03-01,E2E-warehouse-product
62,P001015,1182,221,2024-03-01,E2E-warehouse-product
84,P001040,4264,484,2024-03-01,E2E-warehouse-product
83,P001024,1748,170,2024-03-01,E2E-warehouse-product
94,P001026,2595,102,2024-03-01,E2E-warehouse-product
67,P001037,4364,127,2024-03-01,E2E-warehouse-product
84,P001045,2096,388,2024-03-01,E2E-warehouse-product
80,P001004,1567,113,2024-03-01,E2E-warehouse-product
52,P001032,1692,176,2024-03-01,E2E-warehouse-product
100,P001020,4442,91,2024-03-01,E2E-warehouse-product
58,P001033,4238,215,2024-03-01,E2E-warehouse-product
