order_id,customer_id,order_date,shipping_date,delivery_date,order_status,total_amount,load_date,record_source
O100259,5426,2024-04-14,2024-04-15,2024-04-18,NEW,467.66,2024-04-01,E2E-order-header
O100260,8088,2024-04-25,2024-04-28,2024-04-29,NEW,1719.69,2024-04-01,E2E-order-header
O100261,5104,2024-04-24,2024-04-25,2024-04-28,NEW,114.63,2024-04-01,E2E-order-header
O100262,2698,2024-04-22,2024-04-24,2024-04-29,NEW,228.38,2024-04-01,E2E-order-header
O100263,5412,2024-04-15,2024-04-18,2024-04-21,CANCELLED,1798.41,2024-04-01,E2E-order-header
O100264,3777,2024-04-27,2024-04-30,2024-05-04,SHIPPED,1088.68,2024-04-01,E2E-order-header
O100265,4147,2024-04-07,2024-04-09,2024-04-11,CANCELLED,1629.66,2024-04-01,E2E-order-header
O100266,7990,2024-04-19,2024-04-21,2024-04-26,SHIPPED,1816.65,2024-04-01,E2E-order-header
O100267,5305,2024-04-18,2024-04-21,2024-04-22,SHIPPED,1076.57,2024-04-01,E2E-order-header
O100268,7289,2024-04-22,2024-04-23,2024-04-24,SHIPPED,526.99,2024-04-01,E2E-order-header
O100269,550,2024-04-06,2024-04-08,2024-04-12,CANCELLED,674.04,2024-04-01,E2E-order-header
O100270,2074,2024-04-21,2024-04-22,2024-04-24,SHIPPED,166.32,2024-04-01,E2E-order-header
O100271,3563,2024-04-26,2024-04-28,2024-04-30,CANCELLED,1377.32,2024-04-01,E2E-order-header
O100272,3749,2024-04-09,2024-04-11,2024-04-12,SHIPPED,1051.09,2024-04-01,E2E-order-header
O100273,9052,2024-04-24,2024-04-27,2024-05-01,DELIVERED,1012.77,2024-04-01,E2E-order-header
O100274,6345,2024-04-16,2024-04-17,2024-04-20,CANCELLED,296.19,2024-04-01,E2E-order-header
O100275,5012,2024-04-22,2024-04-23,2024-04-24,DELIVERED,175.88,2024-04-01,E2E-order-header
O100276,7445,2024-04-17,2024-04-19,2024-04-21,SHIPPED,1678.65,2024-04-01,E2E-order-header
O100277,458,2024-04-01,2024-04-04,2024-04-06,DELIVERED,2232.15,2024-04-01,E2E-order-header
O100278,7639,2024-04-15,2024-04-17,2024-04-22,NEW,2097.1,2024-04-01,E2E-order-header
O100279,5308,2024-04-28,2024-04-29,2024-05-03,NEW,1186.86,2024-04-01,E2E-order-header
O100280,2658,2024-04-25,2024-04-27,2024-05-01,CANCELLED,1259.84,2024-04-01,E2E-order-header
O100281,2810,2024-04-27,2024-04-29,2024-04-30,SHIPPED,1053.55,2024-04-01,E2E-order-header
O100282,4022,2024-04-28,2024-04-30,2024-05-04,DELIVERED,181.95,2024-04-01,E2E-order-header
O100283,4652,2024-04-26,2024-04-27,2024-04-28,DELIVERED,1493.76,2024-04-01,E2E-order-header
O100284,8420,2024-04-02,2024-04-04,2024-04-09,NEW,1107.5,2024-04-01,E2E-order-header
O100285,8502,2024-04-18,2024-04-21,2024-04-25,CANCELLED,2173.44,2024-04-01,E2E-order-header
O100286,8597,2024-04-12,2024-04-14,2024-04-17,CANCELLED,315.01,2024-04-01,E2E-order-header
O100287,890,2024-04-23,2024-04-25,2024-04-29,NEW,1682.06,2024-04-01,E2E-order-header
O100288,3062,2024-04-23,2024-04-24,2024-04-27,CANCELLED,498.82,2024-04-01,E2E-order-header
O100289,7611,2024-04-08,2024-04-11,2024-04-13,DELIVERED,872.95,2024-04-01,E2E-order-header
O100290,5236,2024-04-10,2024-04-12,2024-04-16,NEW,1648.92,2024-04-01,E2E-order-header
O100291,7320,2024-04-08,2024-04-09,2024-04-13,DELIVERED,1020.9,2024-04-01,E2E-order-header
O100292,4533,2024-04-14,2024-04-17,2024-04-19,DELIVERED,608.57,2024-04-01,E2E-order-header
O100293,4031,2024-04-03,2024-04-05,2024-04-10,SHIPPED,1400.4,2024-04-01,E2E-order-header
O100294,7023,2024-04-19,2024-04-22,2024-04-25,NEW,765.23,2024-04-01,E2E-order-header
O100295,1458,2024-04-23,2024-04-26,2024-04-27,CANCELLED,446.1,2024-04-01,E2E-order-header
O100296,5731,2024-04-18,2024-04-19,2024-04-24,NEW,1779.11,2024-04-01,E2E-order-header
O100297,6046,2024-04-18,2024-04-19,2024-04-24,DELIVERED,318.61,2024-04-01,E2E-order-header
O100298,4093,2024-04-04,2024-04-07,2024-04-11,DELIVERED,1060.4,2024-04-01,E2E-order-header
O100299,6629,2024-04-10,2024-04-13,2024-04-14,DELIVERED,1587.63,2024-04-01,E2E-order-header
O100300,2111,2024-04-27,2024-04-30,2024-05-02,SHIPPED,164.73,2024-04-01,E2E-order-header
O100301,3017,2024-04-11,2024-04-12,2024-04-15,NEW,2284.61,2024-04-01,E2E-order-header
O100302,8182,2024-04-23,2024-04-26,2024-04-27,DELIVERED,447.3,2024-04-01,E2E-order-header
O100303,7402,2024-04-04,2024-04-05,2024-04-10,NEW,1217.67,2024-04-01,E2E-order-header
O100304,3881,2024-04-06,2024-04-08,2024-04-09,NEW,1777.81,2024-04-01,E2E-order-header
O100305,3045,2024-04-11,2024-04-14,2024-04-15,DELIVERED,1355.19,2024-04-01,E2E-order-header
O100306,3168,2024-04-04,2024-04-05,2024-04-06,NEW,1187.45,2024-04-01,E2E-order-header
O100307,8881,2024-04-01,2024-04-04,2024-04-06,DELIVERED,172.88,2024-04-01,E2E-order-header
O100308,4342,2024-04-11,2024-04-14,2024-04-17,SHIPPED,1180.42,2024-04-01,E2E-order-header
O100309,519,2024-04-12,2024-04-13,2024-04-18,NEW,2155.34,2024-04-01,E2E-order-header
O100310,8576,2024-04-11,2024-04-12,2024-04-13,NEW,390.12,2024-04-01,E2E-order-header
O100311,4279,2024-04-03,2024-04-06,2024-04-10,DELIVERED,1687.0,2024-04-01,E2E-order-header
O100312,3985,2024-04-01,2024-04-02,2024-04-05,CANCELLED,280.76,2024-04-01,E2E-order-header
O100313,7440,2024-04-05,2024-04-08,2024-04-10,NEW,535.59,2024-04-01,E2E-order-header
O100314,9025,2024-04-12,2024-04-15,2024-04-19,CANCELLED,1928.63,2024-04-01,E2E-order-header
O100315,7127,2024-04-14,2024-04-15,2024-04-17,DELIVERED,1066.48,2024-04-01,E2E-order-header
O100316,3601,2024-04-04,2024-04-07,2024-04-09,DELIVERED,2190.23,2024-04-01,E2E-order-header
O100317,8182,2024-04-14,2024-04-16,2024-04-20,NEW,1230.11,2024-04-01,E2E-order-header
O100318,2766,2024-04-18,2024-04-21,2024-04-22,NEW,1290.3,2024-04-01,E2E-order-header
O100319,9234,2024-04-26,2024-04-28,2024-05-03,NEW,2479.72,2024-04-01,E2E-order-header
O100320,8100,2024-04-09,2024-04-11,2024-04-12,NEW,2284.21,2024-04-01,E2E-order-header
O100321,9291,2024-04-14,2024-04-17,2024-04-21,CANCELLED,2147.65,2024-04-01,E2E-order-header
O100322,7741,2024-04-20,2024-04-23,2024-04-25,SHIPPED,1610.63,2024-04-01,E2E-order-header
O100323,753,2024-04-11,2024-04-12,2024-04-13,CANCELLED,1759.79,2024-04-01,E2E-order-header
O100324,9712,2024-04-20,2024-04-23,2024-04-26,CANCELLED,1997.94,2024-04-01,E2E-order-header
O100325,3441,2024-04-14,2024-04-15,2024-04-17,CANCELLED,194.31,2024-04-01,E2E-order-header
O100326,8151,2024-04-17,2024-04-20,2024-04-23,SHIPPED,1519.31,2024-04-01,E2E-order-header
O100327,6757,2024-04-18,2024-04-20,2024-04-22,SHIPPED,130.81,2024-04-01,E2E-order-header
O100328,203,2024-04-13,2024-04-15,2024-04-16,CANCELLED,1059.78,2024-04-01,E2E-order-header
O100329,10077,2024-04-15,2024-04-17,2024-04-21,NEW,2116.48,2024-04-01,E2E-order-header
O100330,9607,2024-04-24,2024-04-25,2024-04-29,SHIPPED,805.47,2024-04-01,E2E-order-header
O100331,4189,2024-04-06,2024-04-08,2024-04-12,SHIPPED,1395.53,2024-04-01,E2E-order-header
O100332,5181,2024-04-22,2024-04-25,2024-04-26,NEW,1303.76,2024-04-01,E2E-order-header
O100333,278,2024-04-16,2024-04-17,2024-04-19,CANCELLED,2488.39,2024-04-01,E2E-order-header
O100334,8729,2024-04-24,2024-04-26,2024-04-28,DELIVERED,837.8,2024-04-01,E2E-order-header
O100335,8617,2024-04-24,2024-04-25,2024-04-28,CANCELLED,1441.03,2024-04-01,E2E-order-header
O100336,3640,2024-04-02,2024-04-05,2024-04-10,NEW,1126.28,2024-04-01,E2E-order-header
O100337,8171,2024-04-14,2024-04-15,2024-04-19,DELIVERED,2348.34,2024-04-01,E2E-order-header
O100338,4848,2024-04-19,2024-04-20,2024-04-21,CANCELLED,107.66,2024-04-01,E2E-order-header
O100339,4712,2024-04-04,2024-04-06,2024-04-09,CANCELLED,566.25,2024-04-01,E2E-order-header
O100340,4719,2024-04-06,2024-04-08,2024-04-11,NEW,1135.36,2024-04-01,E2E-order-header
O100341,6267,2024-04-07,2024-04-10,2024-04-12,SHIPPED,898.29,2024-04-01,E2E-order-header
O100342,5041,2024-04-03,2024-04-04,2024-04-09,SHIPPED,2191.9,2024-04-01,E2E-order-header
O100343,49,2024-04-07,2024-04-09,2024-04-14,DELIVERED,427.98,2024-04-01,E2E-order-header
O100344,897,2024-04-26,2024-04-28,2024-04-29,DELIVERED,390.23,2024-04-01,E2E-order-header
O100345,1444,2024-04-25,2024-04-28,2024-04-30,CANCELLED,2240.34,2024-04-01,E2E-order-header
O100346,2175,2024-04-05,2024-04-06,2024-04-11,DELIVERED,2132.83,2024-04-01,E2E-order-header
O100347,529,2024-04-13,2024-04-15,2024-04-17,CANCELLED,109.49,2024-04-01,E2E-order-header
O100348,3868,2024-04-09,2024-04-11,2024-04-15,CANCELLED,1948.99,2024-04-01,E2E-order-header
O100349,6547,2024-04-28,2024-05-01,2024-05-03,CANCELLED,787.16,2024-04-01,E2E-order-header
O100350,5299,2024-04-02,2024-04-03,2024-04-05,NEW,678.4,2024-04-01,E2E-order-header
O100351,6750,2024-04-09,2024-04-10,2024-04-15,SHIPPED,100.26,2024-04-01,E2E-order-header
O100352,9639,2024-04-02,2024-04-03,2024-04-05,DELIVERED,1629.68,2024-04-01,E2E-order-header
O100353,1425,2024-04-19,2024-04-21,2024-04-25,NEW,1270.7,2024-04-01,E2E-order-header
O100354,9686,2024-04-12,2024-04-14,2024-04-16,CANCELLED,1436.39,2024-04-01,E2E-order-header
O100355,1199,2024-04-06,2024-04-08,2024-04-10,CANCELLED,793.28,2024-04-01,E2E-order-header
O100356,334,2024-04-12,2024-04-14,2024-04-18,SHIPPED,421.52,2024-04-01,E2E-order-header
O100357,5496,2024-04-08,2024-04-11,2024-04-15,SHIPPED,360.18,2024-04-01,E2E-order-header
O100358,6816,2024-04-28,2024-05-01,2024-05-02,SHIPPED,1475.0,2024-04-01,E2E-order-header
O100359,5044,2024-04-04,2024-04-05,2024-04-09,CANCELLED,369.54,2024-04-01,E2E-order-header
O100360,2342,2024-04-01,2024-04-02,2024-04-04,CANCELLED,228.62,2024-04-01,E2E-order-header
O100361,7915,2024-04-07,2024-04-09,2024-04-10,CANCELLED,656.63,2024-04-01,E2E-order-header
O100362,2193,2024-04-20,2024-04-21,2024-04-22,SHIPPED,215.69,2024-04-01,E2E-order-header
O100363,2917,2024-04-16,2024-04-17,2024-04-21,CANCELLED,793.01,2024-04-01,E2E-order-header
O100364,1338,2024-04-07,2024-04-10,2024-04-11,SHIPPED,1973.44,2024-04-01,E2E-order-header
O100365,4600,2024-04-23,2024-04-25,2024-04-30,CANCELLED,1001.58,2024-04-01,E2E-order-header
O100366,8744,2024-04-17,2024-04-18,2024-04-23,DELIVERED,1742.63,2024-04-01,E2E-order-header
O100367,4063,2024-04-26,2024-04-27,2024-05-02,NEW,1432.46,2024-04-01,E2E-order-header
O100368,6074,2024-04-13,2024-04-15,2024-04-19,DELIVERED,1333.78,2024-04-01,E2E-order-header
O100369,6349,2024-04-12,2024-04-13,2024-04-14,CANCELLED,1746.04,2024-04-01,E2E-order-header
O100370,6500,2024-04-10,2024-04-13,2024-04-14,CANCELLED,2059.68,2024-04-01,E2E-order-header
O100371,3687,2024-04-08,2024-04-10,2024-04-13,CANCELLED,812.37,2024-04-01,E2E-order-header
O100372,3874,2024-04-01,2024-04-03,2024-04-07,NEW,2473.39,2024-04-01,E2E-order-header
O100373,6008,2024-04-03,2024-04-06,2024-04-07,CANCELLED,576.86,2024-04-01,E2E-order-header
O100374,3976,2024-04-25,2024-04-27,2024-04-28,DELIVERED,34.16,2024-04-01,E2E-order-header
O100375,5177,2024-04-21,2024-04-22,2024-04-23,NEW,613.49,2024-04-01,E2E-order-header
O100376,675,2024-04-10,2024-04-12,2024-04-16,DELIVERED,452.64,2024-04-01,E2E-order-header
O100377,5682,2024-04-11,2024-04-14,2024-04-18,SHIPPED,48.78,2024-04-01,E2E-order-header
O100378,3697,2024-04-11,2024-04-12,2024-04-16,NEW,1161.23,2024-04-01,E2E-order-header
O100379,1934,2024-04-14,2024-04-16,2024-04-21,NEW,2320.37,2024-04-01,E2E-order-header
O100380,5301,2024-04-11,2024-04-14,2024-04-18,DELIVERED,417.5,2024-04-01,E2E-order-header
O100381,9322,2024-04-14,2024-04-15,2024-04-16,DELIVERED,1524.77,2024-04-01,E2E-order-header
O100382,7815,2024-04-02,2024-04-03,2024-04-07,SHIPPED,569.45,2024-04-01,E2E-order-header
O100383,3426,2024-04-23,2024-04-25,2024-04-29,NEW,2175.42,2024-04-01,E2E-order-header
O100384,2707,2024-04-08,2024-04-11,2024-04-13,NEW,1243.43,2024-04-01,E2E-order-header
O100385,6,2024-04-28,2024-05-01,2024-05-04,NEW,222.98,2024-04-01,E2E-order-header
O100386,8634,2024-04-02,2024-04-04,2024-04-05,NEW,394.5,2024-04-01,E2E-order-header
O100387,2681,2024-04-20,2024-04-21,2024-04-24,DELIVERED,570.8,2024-04-01,E2E-order-header
O100388,4486,2024-04-17,2024-04-19,2024-04-20,SHIPPED,365.06,2024-04-01,E2E-order-header
O100389,7273,2024-04-04,2024-04-05,2024-04-09,SHIPPED,1734.15,2024-04-01,E2E-order-header
O100390,2560,2024-04-11,2024-04-12,2024-04-13,CANCELLED,1304.64,2024-04-01,E2E-order-header
O100391,6098,2024-04-08,2024-04-09,2024-04-11,CANCELLED,2041.98,2024-04-01,E2E-order-header
O100392,7384,2024-04-13,2024-04-15,2024-04-20,CANCELLED,1586.82,2024-04-01,E2E-order-header
O100393,2601,2024-04-26,2024-04-27,2024-05-01,CANCELLED,1417.54,2024-04-01,E2E-order-header
O100394,3384,2024-04-24,2024-04-26,2024-04-27,DELIVERED,1229.48,2024-04-01,E2E-order-header
O100395,1938,2024-04-19,2024-04-22,2024-04-25,NEW,143.67,2024-04-01,E2E-order-header
O100396,4319,2024-04-15,2024-04-17,2024-04-19,DELIVERED,906.47,2024-04-01,E2E-order-header
O100397,6828,2024-04-06,2024-04-08,2024-04-11,NEW,2322.52,2024-04-01,E2E-order-header
O100398,6789,2024-04-21,2024-04-23,2024-04-24,NEW,473.03,2024-04-01,E2E-order-header
O100399,3913,2024-04-05,2024-04-08,2024-04-10,NEW,241.01,2024-04-01,E2E-order-header
O100400,7995,2024-04-19,2024-04-21,2024-04-23,DELIVERED,727.34,2024-04-01,E2E-order-header
O100401,9966,2024-04-15,2024-04-16,2024-04-20,NEW,1308.44,2024-04-01,E2E-order-header
O100402,6079,2024-04-23,2024-04-24,2024-04-28,SHIPPED,637.7,2024-04-01,E2E-order-header
O100403,6888,2024-04-10,2024-04-11,2024-04-14,SHIPPED,2162.17,2024-04-01,E2E-order-header
O100404,4799,2024-04-17,2024-04-20,2024-04-21,DELIVERED,1336.14,2024-04-01,E2E-order-header
O100405,1808,2024-04-02,2024-04-05,2024-04-10,CANCELLED,246.89,2024-04-01,E2E-order-header
O100406,7677,2024-04-03,2024-04-05,2024-04-06,SHIPPED,191.4,2024-04-01,E2E-order-header
O100407,6333,2024-04-07,2024-04-10,2024-04-14,DELIVERED,1293.7,2024-04-01,E2E-order-header
O100408,1344,2024-04-24,2024-04-25,2024-04-27,DELIVERED,500.67,2024-04-01,E2E-order-header
O100409,8577,2024-04-08,2024-04-10,2024-04-11,SHIPPED,1846.92,2024-04-01,E2E-order-header
O100410,8225,2024-04-19,2024-04-21,2024-04-23,DELIVERED,1028.91,2024-04-01,E2E-order-header
O100411,168,2024-04-03,2024-04-06,2024-04-07,SHIPPED,1217.71,2024-04-01,E2E-order-header
O100412,7343,2024-04-01,2024-04-02,2024-04-03,NEW,2330.57,2024-04-01,E2E-order-header
O100413,5524,2024-04-26,2024-04-28,2024-05-02,SHIPPED,906.62,2024-04-01,E2E-order-header
O100414,6428,2024-04-23,2024-04-25,2024-04-26,SHIPPED,869.58,2024-04-01,E2E-order-header
O100415,3592,2024-04-07,2024-04-09,2024-04-12,SHIPPED,1722.61,2024-04-01,E2E-order-header
O100416,7888,2024-04-12,2024-04-13,2024-04-14,DELIVERED,642.22,2024-04-01,E2E-order-header
O100417,2205,2024-04-23,2024-04-26,2024-05-01,SHIPPED,1373.72,2024-04-01,E2E-order-header
O100418,8889,2024-04-06,2024-04-07,2024-04-11,CANCELLED,582.6,2024-04-01,E2E-order-header
O100419,7212,2024-04-10,2024-04-12,2024-04-17,CANCELLED,1558.24,2024-04-01,E2E-order-header
O100420,208,2024-04-09,2024-04-10,2024-04-15,NEW,590.3,2024-04-01,E2E-order-header
O100421,9833,2024-04-18,2024-04-20,2024-04-25,CANCELLED,2099.04,2024-04-01,E2E-order-header
O100422,8922,2024-04-18,2024-04-19,2024-04-21,DELIVERED,248.31,2024-04-01,E2E-order-header
O100423,6946,2024-04-27,2024-04-30,2024-05-04,CANCELLED,1016.89,2024-04-01,E2E-order-header
O100424,8770,2024-04-19,2024-04-20,2024-04-23,CANCELLED,2100.68,2024-04-01,E2E-order-header
O100425,2728,2024-04-01,2024-04-04,2024-04-09,CANCELLED,2007.36,2024-04-01,E2E-order-header
O100426,373,2024-04-02,2024-04-05,2024-04-10,DELIVERED,2322.36,2024-04-01,E2E-order-header
O100427,9726,2024-04-26,2024-04-27,2024-05-02,SHIPPED,2378.51,2024-04-01,E2E-order-header
O100428,7515,2024-04-04,2024-04-06,2024-04-08,CANCELLED,1685.49,2024-04-01,E2E-order-header
O100429,6551,2024-04-12,2024-04-13,2024-04-15,SHIPPED,2113.91,2024-04-01,E2E-order-header
O100430,2823,2024-04-06,2024-04-07,2024-04-12,NEW,2429.92,2024-04-01,E2E-order-header
O100431,8431,2024-04-05,2024-04-07,2024-04-08,DELIVERED,1444.98,2024-04-01,E2E-order-header
O100432,8601,2024-04-26,2024-04-28,2024-05-01,DELIVERED,2086.12,2024-04-01,E2E-order-header
O100433,3408,2024-04-03,2024-04-04,2024-04-07,CANCELLED,989.85,2024-04-01,E2E-order-header
O100434,5774,2024-04-09,2024-04-10,2024-04-11,CANCELLED,1414.81,2024-04-01,E2E-order-header
O100435,4567,2024-04-23,2024-04-24,2024-04-27,DELIVERED,2397.54,2024-04-01,E2E-order-header
O100436,1350,2024-04-11,2024-04-14,2024-04-17,NEW,2047.74,2024-04-01,E2E-order-header
O100437,1279,2024-04-03,2024-04-06,2024-04-08,DELIVERED,215.18,2024-04-01,E2E-order-header
O100438,1275,2024-04-03,2024-04-05,2024-04-10,CANCELLED,2265.32,2024-04-01,E2E-order-header
O100439,309,2024-04-07,2024-04-08,2024-04-10,CANCELLED,118.3,2024-04-01,E2E-order-header
O100440,1152,2024-04-11,2024-04-14,2024-04-19,NEW,1284.65,2024-04-01,E2E-order-header
O100441,5942,2024-04-23,2024-04-26,2024-04-27,CANCELLED,1311.8,2024-04-01,E2E-order-header
O100442,1645,2024-04-04,2024-04-05,2024-04-07,SHIPPED,681.54,2024-04-01,E2E-order-header
O100443,1519,2024-04-27,2024-04-28,2024-04-30,SHIPPED,1540.13,2024-04-01,E2E-order-header
O100444,1349,2024-04-20,2024-04-21,2024-04-22,DELIVERED,926.11,2024-04-01,E2E-order-header
O100445,5142,2024-04-15,2024-04-17,2024-04-19,NEW,97.74,2024-04-01,E2E-order-header
O100446,9847,2024-04-12,2024-04-13,2024-04-15,SHIPPED,1838.47,2024-04-01,E2E-order-header
O100447,8022,2024-04-18,2024-04-19,2024-04-23,SHIPPED,292.88,2024-04-01,E2E-order-header
O100448,3208,2024-04-03,2024-04-04,2024-04-09,SHIPPED,2326.8,2024-04-01,E2E-order-header
O100449,6039,2024-04-08,2024-04-11,2024-04-16,CANCELLED,1247.2,2024-04-01,E2E-order-header
O100450,5953,2024-04-07,2024-04-09,2024-04-11,CANCELLED,253.08,2024-04-01,E2E-order-header
O100451,941,2024-04-11,2024-04-14,2024-04-19,SHIPPED,260.96,2024-04-01,E2E-order-header
O100452,8253,2024-04-03,2024-04-06,2024-04-08,NEW,965.57,2024-04-01,E2E-order-header
O100453,8784,2024-04-17,2024-04-20,2024-04-21,DELIVERED,201.25,2024-04-01,E2E-order-header
O100454,7349,2024-04-05,2024-04-08,2024-04-12,CANCELLED,161.89,2024-04-01,E2E-order-header
O100455,9776,2024-04-09,2024-04-10,2024-04-14,SHIPPED,47.19,2024-04-01,E2E-order-header
O100456,7749,2024-04-12,2024-04-14,2024-04-18,DELIVERED,1365.63,2024-04-01,E2E-order-header
O100457,6676,2024-04-06,2024-04-07,2024-04-11,CANCELLED,1706.0,2024-04-01,E2E-order-header
O100458,3376,2024-04-03,2024-04-05,2024-04-06,DELIVERED,1242.64,2024-04-01,E2E-order-header
O100459,2442,2024-04-20,2024-04-21,2024-04-24,SHIPPED,123.86,2024-04-01,E2E-order-header
O100460,6494,2024-04-05,2024-04-08,2024-04-12,SHIPPED,1335.56,2024-04-01,E2E-order-header
O100461,5180,2024-04-18,2024-04-20,2024-04-21,SHIPPED,1450.23,2024-04-01,E2E-order-header
O100462,3735,2024-04-09,2024-04-10,2024-04-15,CANCELLED,2009.29,2024-04-01,E2E-order-header
O100463,125,2024-04-25,2024-04-28,2024-04-29,CANCELLED,726.02,2024-04-01,E2E-order-header
O100464,4871,2024-04-12,2024-04-15,2024-04-19,CANCELLED,2319.93,2024-04-01,E2E-order-header
O100465,6156,2024-04-14,2024-04-17,2024-04-20,CANCELLED,210.78,2024-04-01,E2E-order-header
O100466,6345,2024-04-25,2024-04-26,2024-04-29,SHIPPED,1471.87,2024-04-01,E2E-order-header
O100467,6006,2024-04-18,2024-04-20,2024-04-21,NEW,1400.32,2024-04-01,E2E-order-header
O100468,4397,2024-04-19,2024-04-21,2024-04-23,NEW,813.4,2024-04-01,E2E-order-header
O100469,3289,2024-04-02,2024-04-04,2024-04-09,CANCELLED,2071.86,2024-04-01,E2E-order-header
O100470,7679,2024-04-13,2024-04-15,2024-04-18,DELIVERED,1810.7,2024-04-01,E2E-order-header
O100471,8302,2024-04-17,2024-04-20,2024-04-25,DELIVERED,503.49,2024-04-01,E2E-order-header
O100472,24,2024-04-05,2024-04-08,2024-04-12,CANCELLED,857.14,2024-04-01,E2E-order-header
O100473,7078,2024-04-13,2024-04-16,2024-04-21,SHIPPED,2210.55,2024-04-01,E2E-order-header
O100474,9779,2024-04-28,2024-05-01,2024-05-04,SHIPPED,2038.98,2024-04-01,E2E-order-header
O100475,6001,2024-04-24,2024-04-25,2024-04-26,SHIPPED,338.91,2024-04-01,E2E-order-header
O100476,5503,2024-04-07,2024-04-08,2024-04-11,SHIPPED,715.07,2024-04-01,E2E-order-header
O100477,4759,2024-04-07,2024-04-08,2024-04-11,SHIPPED,2167.53,2024-04-01,E2E-order-header
O100478,6702,2024-04-20,2024-04-23,2024-04-26,NEW,1070.76,2024-04-01,E2E-order-header
O100479,7379,2024-04-09,2024-04-11,2024-04-12,DELIVERED,1463.35,2024-04-01,E2E-order-header
O100480,2371,2024-04-13,2024-04-14,2024-04-17,CANCELLED,2275.35,2024-04-01,E2E-order-header
O100481,1825,2024-04-28,2024-05-01,2024-05-04,CANCELLED,1199.46,2024-04-01,E2E-order-header
O100482,3602,2024-04-24,2024-04-26,2024-04-29,DELIVERED,1910.09,2024-04-01,E2E-order-header
O100483,547,2024-04-26,2024-04-27,2024-05-02,SHIPPED,1643.14,2024-04-01,E2E-order-header
O100484,2981,2024-04-22,2024-04-25,2024-04-29,DELIVERED,1493.44,2024-04-01,E2E-order-header
O100485,6902,2024-04-15,2024-04-18,2024-04-23,DELIVERED,245.02,2024-04-01,E2E-order-header
O100486,5251,2024-04-05,2024-04-08,2024-04-11,NEW,1576.6,2024-04-01,E2E-order-header
O100487,2323,2024-04-09,2024-04-12,2024-04-17,DELIVERED,1762.25,2024-04-01,E2E-order-header
O100488,7119,2024-04-02,2024-04-04,2024-04-08,NEW,2249.06,2024-04-01,E2E-order-header
O100489,9320,2024-04-10,2024-04-12,2024-04-17,NEW,1625.49,2024-04-01,E2E-order-header
O100490,6842,2024-04-20,2024-04-23,2024-04-25,DELIVERED,2328.23,2024-04-01,E2E-order-header
O100491,8025,2024-04-07,2024-04-08,2024-04-12,DELIVERED,1972.71,2024-04-01,E2E-order-header
O100492,1254,2024-04-06,2024-04-08,2024-04-09,NEW,911.14,2024-04-01,E2E-order-header
O100493,2762,2024-04-28,2024-04-30,2024-05-05,NEW,1267.51,2024-04-01,E2E-order-header
O100494,7513,2024-04-14,2024-04-17,2024-04-21,NEW,1530.2,2024-04-01,E2E-order-header
O100495,8916,2024-04-26,2024-04-27,2024-04-29,CANCELLED,2364.86,2024-04-01,E2E-order-header
O100496,1881,2024-04-24,2024-04-27,2024-04-29,NEW,1161.74,2024-04-01,E2E-order-header
O100497,665,2024-04-11,2024-04-12,2024-04-14,DELIVERED,822.63,2024-04-01,E2E-order-header
O100498,2056,2024-04-01,2024-04-03,2024-04-06,SHIPPED,1725.52,2024-04-01,E2E-order-header
O100499,7379,2024-04-14,2024-04-17,2024-04-20,DELIVERED,1154.15,2024-04-01,E2E-order-header
O100500,69,2024-04-19,2024-04-20,2024-04-22,DELIVERED,2211.27,2024-04-01,E2E-order-header
O100501,9954,2024-04-20,2024-04-21,2024-04-22,CANCELLED,1838.92,2024-04-01,E2E-order-header
O100502,1870,2024-04-05,2024-04-08,2024-04-12,NEW,585.84,2024-04-01,E2E-order-header
O100503,532,2024-04-27,2024-04-28,2024-04-29,SHIPPED,38.51,2024-04-01,E2E-order-header
O100504,2774,2024-04-07,2024-04-10,2024-04-12,SHIPPED,1698.76,2024-04-01,E2E-order-header
O100505,7248,2024-04-28,2024-05-01,2024-05-03,NEW,2473.6,2024-04-01,E2E-order-header
O100506,6471,2024-04-18,2024-04-20,2024-04-22,DELIVERED,574.24,2024-04-01,E2E-order-header
O100507,2024,2024-04-28,2024-04-29,2024-05-04,NEW,1256.54,2024-04-01,E2E-order-header
O100508,2436,2024-04-03,2024-04-06,2024-04-07,NEW,921.19,2024-04-01,E2E-order-header
O100509,2602,2024-04-03,2024-04-05,2024-04-10,NEW,1537.67,2024-04-01,E2E-order-header
O100510,7010,2024-04-03,2024-04-06,2024-04-10,SHIPPED,1318.54,2024-04-01,E2E-order-header
O100511,5803,2024-04-20,2024-04-23,2024-04-24,CANCELLED,1136.38,2024-04-01,E2E-order-header
O100512,9431,2024-04-01,2024-04-02,2024-04-05,DELIVERED,1829.88,2024-04-01,E2E-order-header
O100513,6853,2024-04-11,2024-04-12,2024-04-13,DELIVERED,305.28,2024-04-01,E2E-order-header
O100514,8547,2024-04-01,2024-04-02,2024-04-06,DELIVERED,1227.81,2024-04-01,E2E-order-header
O100515,9211,2024-04-26,2024-04-27,2024-05-01,SHIPPED,2439.13,2024-04-01,E2E-order-header
O100516,9977,2024-04-14,2024-04-16,2024-04-17,SHIPPED,2037.54,2024-04-01,E2E-order-header
O100517,307,2024-04-10,2024-04-13,2024-04-14,DELIVERED,1782.43,2024-04-01,E2E-order-header
