product_id,product_name,category,unit_price,load_date,record_source
P000460,Product 460,Grocery,140.24,2024-01-01,E2E-product
P000461,Product 461,Apparel,14.41,2024-01-01,E2E-product
P000462,Product 462,Sports,381.65,2024-01-01,E2E-product
P000463,Product 463,Sports,348.14,2024-01-01,E2E-product
P000464,Product 464,Grocery,297.64,2024-01-01,E2E-product
P000465,Product 465,Grocery,234.2,2024-01-01,E2E-product
P000466,Product 466,Grocery,397.82,2024-01-01,E2E-product
P000467,Product 467,Sports,167.92,2024-01-01,E2E-product
P000468,Product 468,Grocery,349.23,2024-01-01,E2E-product
P000469,Product 469,Apparel,54.85,2024-01-01,E2E-product
P000470,Product 470,Grocery,442.83,2024-01-01,E2E-product
P000471,Product 471,Electronics,488.35,2024-01-01,E2E-product
P000472,Product 472,Grocery,232.33,2024-01-01,E2E-product
P000473,Product 473,Electronics,170.08,2024-01-01,E2E-product
P000474,Product 474,Home,348.57,2024-01-01,E2E-product
P000475,Product 475,Electronics,214.02,2024-01-01,E2E-product
P000476,Product 476,Sports,38.33,2024-01-01,E2E-product
P000477,Product 477,Home,219.61,2024-01-01,E2E-product
P000478,Product 478,Electronics,339.37,2024-01-01,E2E-product
P000479,Product 479,Grocery,450.19,2024-01-01,E2E-product
P000480,Product 480,Sports,248.66,2024-01-01,E2E-product
P000481,Product 481,Grocery,269.8,2024-01-01,E2E-product
P000482,Product 482,Electronics,367.07,2024-01-01,E2E-product
P000483,Product 483,Grocery,93.06,2024-01-01,E2E-product
P000484,Product 484,Apparel,482.83,2024-01-01,E2E-product
P000485,Product 485,Home,77.25,2024-01-01,E2E-product
P000486,Product 486,Grocery,186.12,2024-01-01,E2E-product
P000487,Product 487,Grocery,152.96,2024-01-01,E2E-product
P000488,Product 488,Electronics,37.66,2024-01-01,E2E-product
P000489,Product 489,Home,474.21,2024-01-01,E2E-product
P000490,Product 490,Home,467.11,2024-01-01,E2E-product
P000491,Product 491,Electronics,334.9,2024-01-01,E2E-product
P000492,Product 492,Electronics,202.48,2024-01-01,E2E-product
P000493,Product 493,Grocery,280.99,2024-01-01,E2E-product
P000494,Product 494,Electronics,57.31,2024-01-01,E2E-product
P000495,Product 495,Grocery,322.3,2024-01-01,E2E-product
P000496,Product 496,Electronics,193.35,2024-01-01,E2E-product
P000497,Product 497,Sports,492.16,2024-01-01,E2E-product
P000498,Product 498,Grocery,247.51,2024-01-01,E2E-product
P000499,Product 499,Home,258.1,2024-01-01,E2E-product
P000500,Product 500,Electronics,281.94,2024-01-01,E2E-product
P000501,Product 501,Home,62.78,2024-01-01,E2E-product
P000502,Product 502,Home,309.33,2024-01-01,E2E-product
P000503,Product 503,Sports,432.86,2024-01-01,E2E-product
P000504,Product 504,Sports,190.38,2024-01-01,E2E-product
P000505,Product 505,Electronics,349.43,2024-01-01,E2E-product
P000506,Product 506,Sports,287.81,2024-01-01,E2E-product
P000507,Product 507,Home,17.02,2024-01-01,E2E-product
P000508,Product 508,Apparel,51.46,2024-01-01,E2E-product
P000509,Product 509,Apparel,381.57,2024-01-01,E2E-product
P000510,Product 510,Home,482.26,2024-01-01,E2E-product
P000511,Product 511,Sports,282.28,2024-01-01,E2E-product
P000512,Product 512,Grocery,328.77,2024-01-01,E2E-product
P000513,Product 513,Sports,295.96,2024-01-01,E2E-product
P000514,Product 514,Home,233.63,2024-01-01,E2E-product
P000515,Product 515,Apparel,407.51,2024-01-01,E2E-product
P000516,Product 516,Grocery,410.46,2024-01-01,E2E-product
P000517,Product 517,Sports,15.84,2024-01-01,E2E-product
P000518,Product 518,Electronics,214.1,2024-01-01,E2E-product
P000519,Product 519,Home,177.08,2024-01-01,E2E-product
P000520,Product 520,Apparel,88.34,2024-01-01,E2E-product
P000521,Product 521,Home,442.83,2024-01-01,E2E-product
P000522,Product 522,Electronics,91.2,2024-01-01,E2E-product
P000523,Product 523,Grocery,381.32,2024-01-01,E2E-product
P000524,Product 524,Grocery,309.0,2024-01-01,E2E-product
P000525,Product 525,Apparel,26.9,2024-01-01,E2E-product
P000526,Product 526,Grocery,62.07,2024-01-01,E2E-product
P000527,Product 527,Home,366.58,2024-01-01,E2E-product
P000528,Product 528,Sports,473.97,2024-01-01,E2E-product
P000529,Product 529,Electronics,141.1,2024-01-01,E2E-product
P000530,Product 530,Grocery,201.08,2024-01-01,E2E-product
P000531,Product 531,Apparel,370.05,2024-01-01,E2E-product
P000532,Product 532,Sports,76.38,2024-01-01,E2E-product
P000533,Product 533,Grocery,480.83,2024-01-01,E2E-product
P000534,Product 534,Apparel,178.02,2024-01-01,E2E-product
P000535,Product 535,Grocery,393.01,2024-01-01,E2E-product
P000536,Product 536,Home,105.5,2024-01-01,E2E-product
P000537,Product 537,Sports,88.23,2024-01-01,E2E-product
P000538,Product 538,Electronics,363.51,2024-01-01,E2E-product
P000539,Product 539,Grocery,428.94,2024-01-01,E2E-product
P000540,Product 540,Apparel,94.72,2024-01-01,E2E-product
P000541,Product 541,Sports,69.06,2024-01-01,E2E-product
P000542,Product 542,Apparel,399.68,2024-01-01,E2E-product
P000543,Product 543,Electronics,219.08,2024-01-01,E2E-product
P000544,Product 544,Sports,187.45,2024-01-01,E2E-product
P000545,Product 545,Home,440.87,2024-01-01,E2E-product
P000546,Product 546,Electronics,185.09,2024-01-01,E2E-product
P000547,Product 547,Grocery,251.39,2024-01-01,E2E-product
P000548,Product 548,Electronics,124.05,2024-01-01,E2E-product
P000549,Product 549,Home,334.73,2024-01-01,E2E-product
P000550,Product 550,Sports,388.76,2024-01-01,E2E-product
P000551,Product 551,Home,491.45,2024-01-01,E2E-product
P000552,Product 552,Electronics,474.34,2024-01-01,E2E-product
P000553,Product 553,Grocery,105.85,2024-01-01,E2E-product
P000554,Product 554,Sports,282.55,2024-01-01,E2E-product
P000555,Product 555,Apparel,284.01,2024-01-01,E2E-product
P000556,Product 556,Grocery,65.89,2024-01-01,E2E-product
P000557,Product 557,Sports,461.95,2024-01-01,E2E-product
P000558,Product 558,Electronics,142.74,2024-01-01,E2E-product
P000559,Product 559,Grocery,346.1,2024-01-01,E2E-product
P000560,Product 560,Sports,78.74,2024-01-01,E2E-product
P000561,Product 561,Home,72.13,2024-01-01,E2E-product
P000562,Product 562,Grocery,383.59,2024-01-01,E2E-product
P000563,Product 563,Grocery,468.79,2024-01-01,E2E-product
P000564,Product 564,Sports,454.3,2024-01-01,E2E-product
P000565,Product 565,Apparel,228.73,2024-01-01,E2E-product
P000566,Product 566,Grocery,263.89,2024-01-01,E2E-product
P000567,Product 567,Electronics,22.68,2024-01-01,E2E-product
P000568,Product 568,Sports,77.35,2024-01-01,E2E-product
P000569,Product 569,Apparel,347.93,2024-01-01,E2E-product
P000570,Product 570,Grocery,468.92,2024-01-01,E2E-product
P000571,Product 571,Grocery,356.65,2024-01-01,E2E-product
P000572,Product 572,Apparel,291.25,2024-01-01,E2E-product
P000573,Product 573,Grocery,459.88,2024-01-01,E2E-product
P000574,Product 574,Sports,6.34,2024-01-01,E2E-product
P000575,Product 575,Grocery,470.98,2024-01-01,E2E-product
P000576,Product 576,Sports,240.66,2024-01-01,E2E-product
P000577,Product 577,Electronics,161.42,2024-01-01,E2E-product
P000578,Product 578,Apparel,447.22,2024-01-01,E2E-product
P000579,Product 579,Home,344.62,2024-01-01,E2E-product
P000580,Product 580,Home,145.4,2024-01-01,E2E-product
P000581,Product 581,Electronics,26.99,2024-01-01,E2E-product
P000582,Product 582,Apparel,312.21,2024-01-01,E2E-product
P000583,Product 583,Apparel,406.56,2024-01-01,E2E-product
P000584,Product 584,Electronics,15.71,2024-01-01,E2E-product
P000585,Product 585,Apparel,498.28,2024-01-01,E2E-product
P000586,Product 586,Sports,328.29,2024-01-01,E2E-product
P000587,Product 587,Home,409.33,2024-01-01,E2E-product
P000588,Product 588,Electronics,296.39,2024-01-01,E2E-product
P000589,Product 589,Home,412.36,2024-01-01,E2E-product
P000590,Product 590,Home,77.77,2024-01-01,E2E-product
P000591,Product 591,Electronics,397.73,2024-01-01,E2E-product
P000592,Product 592,Grocery,111.54,2024-01-01,E2E-product
P000593,Product 593,Grocery,427.72,2024-01-01,E2E-product
P000594,Product 594,Grocery,35.02,2024-01-01,E2E-product
P000595,Product 595,Home,98.09,2024-01-01,E2E-product
P000596,Product 596,Sports,56.79,2024-01-01,E2E-product
P000597,Product 597,Grocery,392.29,2024-01-01,E2E-product
P000598,Product 598,Apparel,441.22,2024-01-01,E2E-product
P000599,Product 599,Home,374.62,2024-01-01,E2E-product
P000600,Product 600,Home,175.9,2024-01-01,E2E-product
P000601,Product 601,Grocery,70.35,2024-01-01,E2E-product
P000602,Product 602,Sports,320.28,2024-01-01,E2E-product
P000603,Product 603,Grocery,274.58,2024-01-01,E2E-product
P000604,Product 604,Sports,261.62,2024-01-01,E2E-product
P000605,Product 605,Grocery,52.92,2024-01-01,E2E-product
P000606,Product 606,Sports,143.67,2024-01-01,E2E-product
P000607,Product 607,Grocery,341.5,2024-01-01,E2E-product
P000608,Product 608,Home,211.06,2024-01-01,E2E-product
P000609,Product 609,Sports,132.84,2024-01-01,E2E-product
P000610,Product 610,Apparel,89.51,2024-01-01,E2E-product
P000611,Product 611,Apparel,396.49,2024-01-01,E2E-product
P000612,Product 612,Sports,485.38,2024-01-01,E2E-product
P000613,Product 613,Home,86.71,2024-01-01,E2E-product
P000614,Product 614,Home,9.12,2024-01-01,E2E-product
P000615,Product 615,Sports,142.93,2024-01-01,E2E-product
P000616,Product 616,Sports,51.33,2024-01-01,E2E-product
P000617,Product 617,Sports,149.89,2024-01-01,E2E-product
P000618,Product 618,Sports,184.1,2024-01-01,E2E-product
P000619,Product 619,Grocery,274.69,2024-01-01,E2E-product
P000620,Product 620,Home,457.71,2024-01-01,E2E-product
P000621,Product 621,Sports,220.56,2024-01-01,E2E-product
P000622,Product 622,Electronics,456.58,2024-01-01,E2E-product
P000623,Product 623,Home,175.75,2024-01-01,E2E-product
P000624,Product 624,Electronics,39.74,2024-01-01,E2E-product
P000625,Product 625,Electronics,406.18,2024-01-01,E2E-product
P000626,Product 626,Apparel,401.22,2024-01-01,E2E-product
P000627,Product 627,Home,353.4,2024-01-01,E2E-product
P000628,Product 628,Electronics,417.77,2024-01-01,E2E-product
P000629,Product 629,Electronics,55.11,2024-01-01,E2E-product
P000630,Product 630,Sports,31.13,2024-01-01,E2E-product
P000631,Product 631,Sports,93.41,2024-01-01,E2E-product
P000632,Product 632,Electronics,16.37,2024-01-01,E2E-product
P000633,Product 633,Sports,307.15,2024-01-01,E2E-product
P000634,Product 634,Apparel,207.3,2024-01-01,E2E-product
P000635,Product 635,Apparel,50.72,2024-01-01,E2E-product
P000636,Product 636,Grocery,139.26,2024-01-01,E2E-product
P000637,Product 637,Apparel,366.91,2024-01-01,E2E-product
P000638,Product 638,Apparel,28.34,2024-01-01,E2E-product
P000639,Product 639,Apparel,39.37,2024-01-01,E2E-product
P000640,Product 640,Home,38.54,2024-01-01,E2E-product
P000641,Product 641,Electronics,459.39,2024-01-01,E2E-product
P000642,Product 642,Apparel,144.21,2024-01-01,E2E-product
P000643,Product 643,Apparel,95.09,2024-01-01,E2E-product
P000644,Product 644,Home,374.78,2024-01-01,E2E-product
P000645,Product 645,Home,7.09,2024-01-01,E2E-product
P000646,Product 646,Home,399.69,2024-01-01,E2E-product
P000647,Product 647,Grocery,352.47,2024-01-01,E2E-product
P000648,Product 648,Home,78.29,2024-01-01,E2E-product
P000649,Product 649,Grocery,405.18,2024-01-01,E2E-product
P000650,Product 650,Electronics,355.44,2024-01-01,E2E-product
P000651,Product 651,Sports,90.58,2024-01-01,E2E-product
P000652,Product 652,Home,396.7,2024-01-01,E2E-product
P000653,Product 653,Sports,454.18,2024-01-01,E2E-product
P000654,Product 654,Apparel,402.86,2024-01-01,E2E-product
P000655,Product 655,Apparel,38.8,2024-01-01,E2E-product
P000656,Product 656,Grocery,286.85,2024-01-01,E2E-product
P000657,Product 657,Electronics,219.88,2024-01-01,E2E-product
P000658,Product 658,Electronics,157.8,2024-01-01,E2E-product
P000659,Product 659,Sports,75.35,2024-01-01,E2E-product
P000660,Product 660,Apparel,224.24,2024-01-01,E2E-product
P000661,Product 661,Home,367.08,2024-01-01,E2E-product
P000662,Product 662,Sports,41.28,2024-01-01,E2E-product
P000663,Product 663,Grocery,42.7,2024-01-01,E2E-product
P000664,Product 664,Sports,341.47,2024-01-01,E2E-product
P000665,Product 665,Apparel,144.37,2024-01-01,E2E-product
P000666,Product 666,Apparel,427.22,2024-01-01,E2E-product
P000667,Product 667,Electronics,130.85,2024-01-01,E2E-product
P000668,Product 668,Electronics,54.13,2024-01-01,E2E-product
P000669,Product 669,Electronics,234.45,2024-01-01,E2E-product
P000670,Product 670,Grocery,387.82,2024-01-01,E2E-product
P000671,Product 671,Apparel,482.98,2024-01-01,E2E-product
P000672,Product 672,Sports,411.55,2024-01-01,E2E-product
P000673,Product 673,Grocery,70.28,2024-01-01,E2E-product
P000674,Product 674,Grocery,9.95,2024-01-01,E2E-product
P000675,Product 675,Electronics,99.87,2024-01-01,E2E-product
P000676,Product 676,Apparel,425.13,2024-01-01,E2E-product
P000677,Product 677,Home,90.61,2024-01-01,E2E-product
P000678,Product 678,Electronics,426.01,2024-01-01,E2E-product
P000679,Product 679,Apparel,364.96,2024-01-01,E2E-product
P000680,Product 680,Apparel,152.33,2024-01-01,E2E-product
P000681,Product 681,Electronics,210.96,2024-01-01,E2E-product
P000682,Product 682,Home,334.41,2024-01-01,E2E-product
P000683,Product 683,Grocery,71.18,2024-01-01,E2E-product
P000684,Product 684,Apparel,160.71,2024-01-01,E2E-product
P000685,Product 685,Sports,400.19,2024-01-01,E2E-product
P000686,Product 686,Electronics,213.47,2024-01-01,E2E-product
P000687,Product 687,Home,29.53,2024-01-01,E2E-product
P000688,Product 688,Electronics,143.68,2024-01-01,E2E-product
P000689,Product 689,Grocery,453.31,2024-01-01,E2E-product
P000690,Product 690,Grocery,183.22,2024-01-01,E2E-product
P000691,Product 691,Apparel,135.48,2024-01-01,E2E-product
P000692,Product 692,Home,114.93,2024-01-01,E2E-product
P000693,Product 693,Home,394.41,2024-01-01,E2E-product
P000694,Product 694,Home,217.31,2024-01-01,E2E-product
P000695,Product 695,Sports,458.66,2024-01-01,E2E-product
P000696,Product 696,Apparel,303.73,2024-01-01,E2E-product
P000697,Product 697,Electronics,407.84,2024-01-01,E2E-product
P000698,Product 698,Electronics,421.13,2024-01-01,E2E-product
P000699,Product 699,Apparel,367.38,2024-01-01,E2E-product
P000700,Product 700,Electronics,195.9,2024-01-01,E2E-product
P000701,Product 701,Apparel,180.16,2024-01-01,E2E-product
P000702,Product 702,Sports,181.56,2024-01-01,E2E-product
P000703,Product 703,Grocery,308.15,2024-01-01,E2E-product
P000704,Product 704,Sports,311.7,2024-01-01,E2E-product
P000705,Product 705,Grocery,236.45,2024-01-01,E2E-product
P000706,Product 706,Sports,232.98,2024-01-01,E2E-product
P000707,Product 707,Sports,143.75,2024-01-01,E2E-product
P000708,Product 708,Sports,250.53,2024-01-01,E2E-product
P000709,Product 709,Sports,468.07,2024-01-01,E2E-product
P000710,Product 710,Home,482.28,2024-01-01,E2E-product
P000711,Product 711,Electronics,113.77,2024-01-01,E2E-product
P000712,Product 712,Grocery,56.08,2024-01-01,E2E-product
P000713,Product 713,Grocery,383.37,2024-01-01,E2E-product
P000714,Product 714,Home,455.21,2024-01-01,E2E-product
P000715,Product 715,Apparel,87.18,2024-01-01,E2E-product
P000716,Product 716,Apparel,84.89,2024-01-01,E2E-product
P000717,Product 717,Sports,496.87,2024-01-01,E2E-product
P000718,Product 718,Home,372.73,2024-01-01,E2E-product
P000719,Product 719,Apparel,352.36,2024-01-01,E2E-product
P000720,Product 720,Home,362.12,2024-01-01,E2E-product
P000721,Product 721,Home,347.13,2024-01-01,E2E-product
P000722,Product 722,Apparel,64.4,2024-01-01,E2E-product
P000723,Product 723,Sports,52.07,2024-01-01,E2E-product
P000724,Product 724,Electronics,145.6,2024-01-01,E2E-product
P000725,Product 725,Grocery,99.86,2024-01-01,E2E-product
P000726,Product 726,Grocery,26.24,2024-01-01,E2E-product
P000727,Product 727,Electronics,170.5,2024-01-01,E2E-product
P000728,Product 728,Grocery,54.62,2024-01-01,E2E-product
P000729,Product 729,Grocery,478.52,2024-01-01,E2E-product
P000730,Product 730,Apparel,214.12,2024-01-01,E2E-product
P000731,Product 731,Electronics,382.98,2024-01-01,E2E-product
P000732,Product 732,Sports,292.72,2024-01-01,E2E-product
P000733,Product 733,Home,299.7,2024-01-01,E2E-product
P000734,Product 734,Electronics,270.77,2024-01-01,E2E-product
P000735,Product 735,Apparel,243.23,2024-01-01,E2E-product
P000736,Product 736,Home,106.23,2024-01-01,E2E-product
P000737,Product 737,Sports,290.44,2024-01-01,E2E-product
P000738,Product 738,Electronics,23.0,2024-01-01,E2E-product
P000739,Product 739,Sports,495.29,2024-01-01,E2E-product
P000740,Product 740,Apparel,383.97,2024-01-01,E2E-product
P000741,Product 741,Electronics,13.43,2024-01-01,E2E-product
P000742,Product 742,Electronics,251.47,2024-01-01,E2E-product
P000743,Product 743,Electronics,484.42,2024-01-01,E2E-product
P000744,Product 744,Grocery,169.29,2024-01-01,E2E-product
P000745,Product 745,Apparel,499.47,2024-01-01,E2E-product
P000746,Product 746,Home,451.92,2024-01-01,E2E-product
P000747,Product 747,Home,60.57,2024-01-01,E2E-product
P000748,Product 748,Sports,488.66,2024-01-01,E2E-product
P000749,Product 749,Electronics,67.26,2024-01-01,E2E-product
P000750,Product 750,Grocery,445.56,2024-01-01,E2E-product
P000751,Product 751,Apparel,484.48,2024-01-01,E2E-product
P000752,Product 752,Apparel,345.76,2024-01-01,E2E-product
P000753,Product 753,Electronics,334.3,2024-01-01,E2E-product
P000754,Product 754,Grocery,169.64,2024-01-01,E2E-product
P000755,Product 755,Home,6.28,2024-01-01,E2E-product
P000756,Product 756,Apparel,495.32,2024-01-01,E2E-product
P000757,Product 757,Electronics,76.73,2024-01-01,E2E-product
P000758,Product 758,Electronics,183.14,2024-01-01,E2E-product
P000759,Product 759,Grocery,181.61,2024-01-01,E2E-product
P000760,Product 760,Grocery,423.32,2024-01-01,E2E-product
P000761,Product 761,Home,287.4,2024-01-01,E2E-product
P000762,Product 762,Apparel,456.93,2024-01-01,E2E-product
P000763,Product 763,Electronics,305.75,2024-01-01,E2E-product
P000764,Product 764,Sports,60.05,2024-01-01,E2E-product
P000765,Product 765,Sports,172.34,2024-01-01,E2E-product
P000766,Product 766,Apparel,192.64,2024-01-01,E2E-product
P000767,Product 767,Electronics,63.45,2024-01-01,E2E-product
P000768,Product 768,Electronics,59.04,2024-01-01,E2E-product
P000769,Product 769,Sports,384.73,2024-01-01,E2E-product
P000770,Product 770,Apparel,69.27,2024-01-01,E2E-product
P000771,Product 771,Electronics,336.93,2024-01-01,E2E-product
P000772,Product 772,Apparel,348.46,2024-01-01,E2E-product
P000773,Product 773,Apparel,270.96,2024-01-01,E2E-product
P000774,Product 774,Sports,40.05,2024-01-01,E2E-product
P000775,Product 775,Home,137.42,2024-01-01,E2E-product
P000776,Product 776,Grocery,64.95,2024-01-01,E2E-product
P000777,Product 777,Grocery,82.25,2024-01-01,E2E-product
P000778,Product 778,Electronics,328.88,2024-01-01,E2E-product
P000779,Product 779,Home,41.26,2024-01-01,E2E-product
P000780,Product 780,Grocery,64.72,2024-01-01,E2E-product
P000781,Product 781,Electronics,54.25,2024-01-01,E2E-product
P000782,Product 782,Home,449.26,2024-01-01,E2E-product
P000783,Product 783,Sports,278.75,2024-01-01,E2E-product
P000784,Product 784,Apparel,192.79,2024-01-01,E2E-product
P000785,Product 785,Electronics,249.34,2024-01-01,E2E-product
P000786,Product 786,Sports,12.17,2024-01-01,E2E-product
P000787,Product 787,Electronics,190.57,2024-01-01,E2E-product
P000788,Product 788,Grocery,417.17,2024-01-01,E2E-product
P000789,Product 789,Home,178.29,2024-01-01,E2E-product
P000790,Product 790,Apparel,184.45,2024-01-01,E2E-product
P000791,Product 791,Grocery,301.42,2024-01-01,E2E-product
P000792,Product 792,Sports,115.71,2024-01-01,E2E-product
P000793,Product 793,Apparel,333.77,2024-01-01,E2E-product
P000794,Product 794,Apparel,63.03,2024-01-01,E2E-product
P000795,Product 795,Electronics,485.27,2024-01-01,E2E-product
P000796,Product 796,Apparel,158.6,2024-01-01,E2E-product
P000797,Product 797,Home,355.66,2024-01-01,E2E-product
P000798,Product 798,Sports,192.89,2024-01-01,E2E-product
P000799,Product 799,Sports,68.43,2024-01-01,E2E-product
P000800,Product 800,Grocery,60.07,2024-01-01,E2E-product
P000801,Product 801,Apparel,461.42,2024-01-01,E2E-product
P000802,Product 802,Sports,486.58,2024-01-01,E2E-product
P000803,Product 803,Electronics,170.63,2024-01-01,E2E-product
P000804,Product 804,Grocery,141.61,2024-01-01,E2E-product
P000805,Product 805,Home,12.16,2024-01-01,E2E-product
P000806,Product 806,Sports,6.09,2024-01-01,E2E-product
P000807,Product 807,Home,212.45,2024-01-01,E2E-product
P000808,Product 808,Electronics,349.29,2024-01-01,E2E-product
P000809,Product 809,Electronics,174.89,2024-01-01,E2E-product
P000810,Product 810,Grocery,141.23,2024-01-01,E2E-product
P000811,Product 811,Grocery,144.28,2024-01-01,E2E-product
P000812,Product 812,Sports,189.27,2024-01-01,E2E-product
P000813,Product 813,Grocery,104.04,2024-01-01,E2E-product
P000814,Product 814,Electronics,18.78,2024-01-01,E2E-product
P000815,Product 815,Home,260.28,2024-01-01,E2E-product
P000816,Product 816,Apparel,425.9,2024-01-01,E2E-product
P000817,Product 817,Apparel,187.88,2024-01-01,E2E-product
P000818,Product 818,Apparel,480.54,2024-01-01,E2E-product
P000819,Product 819,Apparel,476.31,2024-01-01,E2E-product
P000820,Product 820,Grocery,141.28,2024-01-01,E2E-product
P000821,Product 821,Sports,178.32,2024-01-01,E2E-product
P000822,Product 822,Grocery,19.55,2024-01-01,E2E-product
P000823,Product 823,Electronics,226.93,2024-01-01,E2E-product
P000824,Product 824,Home,196.32,2024-01-01,E2E-product
P000825,Product 825,Grocery,75.27,2024-01-01,E2E-product
P000826,Product 826,Home,134.15,2024-01-01,E2E-product
P000827,Product 827,Apparel,255.6,2024-01-01,E2E-product
P000828,Product 828,Grocery,374.28,2024-01-01,E2E-product
P000829,Product 829,Sports,48.67,2024-01-01,E2E-product
P000830,Product 830,Apparel,446.44,2024-01-01,E2E-product
P000831,Product 831,Home,384.8,2024-01-01,E2E-product
P000832,Product 832,Sports,306.83,2024-01-01,E2E-product
P000833,Product 833,Home,7.24,2024-01-01,E2E-product
P000834,Product 834,Apparel,25.75,2024-01-01,E2E-product
P000835,Product 835,Grocery,35.61,2024-01-01,E2E-product
P000836,Product 836,Apparel,284.98,2024-01-01,E2E-product
P000837,Product 837,Grocery,160.31,2024-01-01,E2E-product
P000838,Product 838,Apparel,196.44,2024-01-01,E2E-product
P000839,Product 839,Sports,223.78,2024-01-01,E2E-product
P000840,Product 840,Electronics,456.81,2024-01-01,E2E-product
P000841,Product 841,Apparel,379.4,2024-01-01,E2E-product
P000842,Product 842,Sports,375.56,2024-01-01,E2E-product
P000843,Product 843,Grocery,201.28,2024-01-01,E2E-product
P000844,Product 844,Apparel,274.68,2024-01-01,E2E-product
P000845,Product 845,Sports,170.34,2024-01-01,E2E-product
P000846,Product 846,Sports,16.44,2024-01-01,E2E-product
P000847,Product 847,Electronics,94.88,2024-01-01,E2E-product
P000848,Product 848,Home,102.44,2024-01-01,E2E-product
P000849,Product 849,Home,305.9,2024-01-01,E2E-product
P000850,Product 850,Apparel,448.29,2024-01-01,E2E-product
P000851,Product 851,Apparel,287.16,2024-01-01,E2E-product
P000852,Product 852,Apparel,449.95,2024-01-01,E2E-product
P000853,Product 853,Apparel,258.31,2024-01-01,E2E-product
P000854,Product 854,Apparel,455.84,2024-01-01,E2E-product
P000855,Product 855,Grocery,444.0,2024-01-01,E2E-product
P000856,Product 856,Electronics,385.38,2024-01-01,E2E-product
P000857,Product 857,Sports,187.13,2024-01-01,E2E-product
P000858,Product 858,Grocery,380.98,2024-01-01,E2E-product
P000859,Product 859,Sports,11.8,2024-01-01,E2E-product
P000860,Product 860,Electronics,91.95,2024-01-01,E2E-product
P000861,Product 861,Sports,144.39,2024-01-01,E2E-product
P000862,Product 862,Sports,235.06,2024-01-01,E2E-product
P000863,Product 863,Electronics,195.37,2024-01-01,E2E-product
P000864,Product 864,Grocery,43.94,2024-01-01,E2E-product
P000865,Product 865,Apparel,171.92,2024-01-01,E2E-product
P000866,Product 866,Grocery,487.93,2024-01-01,E2E-product
P000867,Product 867,Apparel,310.85,2024-01-01,E2E-product
P000868,Product 868,Grocery,398.0,2024-01-01,E2E-product
P000869,Product 869,Home,433.19,2024-01-01,E2E-product
P000870,Product 870,Home,465.16,2024-01-01,E2E-product
P000871,Product 871,Apparel,445.71,2024-01-01,E2E-product
P000872,Product 872,Electronics,205.94,2024-01-01,E2E-product
P000873,Product 873,Grocery,159.57,2024-01-01,E2E-product
P000874,Product 874,Grocery,127.65,2024-01-01,E2E-product
P000875,Product 875,Apparel,334.87,2024-01-01,E2E-product
P000876,Product 876,Grocery,197.74,2024-01-01,E2E-product
P000877,Product 877,Sports,351.44,2024-01-01,E2E-product
P000878,Product 878,Sports,102.18,2024-01-01,E2E-product
P000879,Product 879,Apparel,118.9,2024-01-01,E2E-product
P000880,Product 880,Electronics,301.78,2024-01-01,E2E-product
P000881,Product 881,Grocery,151.35,2024-01-01,E2E-product
P000882,Product 882,Grocery,345.28,2024-01-01,E2E-product
P000883,Product 883,Sports,142.91,2024-01-01,E2E-product
P000884,Product 884,Home,403.31,2024-01-01,E2E-product
P000885,Product 885,Sports,359.72,2024-01-01,E2E-product
P000886,Product 886,Electronics,430.67,2024-01-01,E2E-product
P000887,Product 887,Electronics,326.27,2024-01-01,E2E-product
P000888,Product 888,Grocery,208.63,2024-01-01,E2E-product
P000889,Product 889,Sports,183.49,2024-01-01,E2E-product
P000890,Product 890,Apparel,240.03,2024-01-01,E2E-product
P000891,Product 891,Grocery,439.13,2024-01-01,E2E-product
P000892,Product 892,Grocery,61.41,2024-01-01,E2E-product
P000893,Product 893,Apparel,305.02,2024-01-01,E2E-product
P000894,Product 894,Sports,150.94,2024-01-01,E2E-product
P000895,Product 895,Home,262.24,2024-01-01,E2E-product
P000896,Product 896,Apparel,233.0,2024-01-01,E2E-product
P000897,Product 897,Electronics,285.15,2024-01-01,E2E-product
P000898,Product 898,Home,304.11,2024-01-01,E2E-product
P000899,Product 899,Electronics,313.74,2024-01-01,E2E-product
P000900,Product 900,Grocery,135.33,2024-01-01,E2E-product
P000901,Product 901,Apparel,202.63,2024-01-01,E2E-product
P000902,Product 902,Home,341.22,2024-01-01,E2E-product
P000903,Product 903,Sports,84.59,2024-01-01,E2E-product
P000904,Product 904,Electronics,64.08,2024-01-01,E2E-product
P000905,Product 905,Grocery,498.7,2024-01-01,E2E-product
P000906,Product 906,Home,26.47,2024-01-01,E2E-product
P000907,Product 907,Electronics,399.68,2024-01-01,E2E-product
P000908,Product 908,Sports,390.78,2024-01-01,E2E-product
P000909,Product 909,Electronics,280.51,2024-01-01,E2E-product
P000910,Product 910,Apparel,48.57,2024-01-01,E2E-product
P000911,Product 911,Grocery,393.98,2024-01-01,E2E-product
P000912,Product 912,Electronics,238.53,2024-01-01,E2E-product
P000913,Product 913,Apparel,179.67,2024-01-01,E2E-product
P000914,Product 914,Grocery,71.1,2024-01-01,E2E-product
P000915,Product 915,Grocery,132.92,2024-01-01,E2E-product
P000916,Product 916,Home,457.98,2024-01-01,E2E-product
P000917,Product 917,Apparel,476.61,2024-01-01,E2E-product
